Released,Title,ProdBudget,DomesticBO,InternationalBO,CPI,InflAdjBudget,InflAdjDomesticBO
2002-06-21,Lilo & Stitch,8e+07,145771527,100028473,179.9,112257476.375764,204549296.85577
2002-08-09,xXx,7e+07,141930000,125270000,180.7,97790426.1206419,198277073.990039
2002-11-01,The Santa Clause 2,6.5e+07,139225854,33600000,181.3,90504881.4120243,193855683.165505
2002-06-21,Minority Report,1.02e+08,132024714,226800000,179.9,143128282.3791,185259515.160901
2002-10-18,The Ring,4.8e+07,129094024,119124462,181.3,66834373.9658025,179748297.432631
2002-09-27,Sweet Home Alabama,3.8e+07,127214072,55151042,181,52998243.0939227,177424271.390099
2002-06-28,Mr. Deeds,5e+07,126293452,44976083,179.9,70160922.7348527,177217302.553797
2002-06-14,The Bourne Identity,6e+07,121468960,92888411,179.9,84193107.2818232,170447486.344858
2002-05-31,The Sum of All Fears,6.8e+07,118471320,75028680,179.8,95471924.3604004,166333601.498776
2002-11-08,8 Mile,4.1e+07,116724075,129044309,181.3,57087694.429123,162524593.32005
2002-07-12,Road to Perdition,8e+07,104054514,79300000,180.1,112132815.102721,145849069.737068
2002-03-29,Panic Room,4.8e+07,95308367,1.01e+08,178.8,67768859.0604027,134561235.218753
2002-12-13,Maid in Manhattan,5.5e+07,93932896,69905321,180.9,76750386.9541183,131079747.558563
2002-12-20,Two Weeks Notice,6e+07,93354918,105688391,180.9,83727694.8590382,130273201.464909
2002-04-19,Space Station,0,93231060,33282126,179.8,0,130896304.534705
2002-10-04,Red Dragon,7.8e+07,92955420,113500000,181.3,108605857.694429,129429527.133922
2002-04-19,The Scorpion King,6e+07,90580000,75310634,179.8,84239933.2591769,127174219.243604
2002-08-07,Spy Kids 2: The Island of Lost Dreams,3.8e+07,85846296,33875000,180.7,53086231.3226342,119927798.095982
2002-03-22,Blade 2,5.4e+07,81676888,72661713,178.8,76239966.442953,115315614.820089
2002-01-18,Snow Dogs,3.2e+07,81150692,35747336,177.1,45612919.2546584,115672498.801739
2002-03-01,We Were Soldiers,7e+07,78120196,36538066,178.8,98829586.1297539,110294094.843647
2002-12-20,Gangs of New York,9.7e+07,77730500,105394121,180.9,135359773.355445,108469926.420674
2002-09-13,Barbershop,1.2e+07,75781642,1281819,181,16736287.2928177,105691944.336122
2002-03-29,The Rookie,2.2e+07,75600072,4891444,178.8,31060727.0693512,106736054.673423
2002-05-24,Spirit: Stallion of the Cimarron,8e+07,73215310,33300000,179.8,112319911.012236,102794213.799166
2002-02-15,John Q,3.6e+07,71026631,31200000,177.8,51112508.4364455,100843035.449994
2002-06-07,The Divine Secrets of the Ya-Ya Siste…,2.7e+07,69586544,4240224,179.9,37886898.2768205,97645122.7393885
2002-05-24,Insomnia,4.6e+07,67263182,46359317,179.8,64583948.8320356,94437432.7079978
2002-04-12,Changing Lanes,4.5e+07,66790248,0,179.8,63179949.9443826,93773433.8980645
2002-12-13,About Schmidt,3e+07,65005217,42049267,180.9,41863847.4295191,90712282.887026
2002-07-19,Stuart Little 2,1.2e+08,64956806,101043194,180.1,168199222.654081,91047368.9607662
2002-10-25,Jackass: The Movie,5e+06,64282312,1.5e+07,181.3,6961913.9547711,89505584.9915499
2002-03-08,The Time Machine,8e+07,56684819,42298771,178.8,112948098.434004,80030531.4515716
2002-12-13,Drumline,2e+07,56398162,0,180.9,27909231.6196794,78701468.30911
2002-01-25,The Count of Monte Cristo,4e+07,54228104,21160986,177.1,57016149.068323,77296941.533913
2002-05-08,Unfaithful,5e+07,52752475,66362019,179.8,70199944.3826474,74064416.2209399
2002-07-03,Like Mike,3e+07,51432423,1.1e+07,180.1,42049805.6635203,72090779.731799
2002-09-27,The Tuxedo,6e+07,50586000,53843625,181,83681436.4640884,70551819.0828729
2002-02-15,Peter Pan: Return to Neverland,2e+07,48430258,61432424,177.8,28395838.0202475,68760888.0723397
2002-02-08,Big Fat Liar,1.5e+07,47811275,4649742,177.8,21296878.5151856,67882061.0220754
2002-12-13,Star Trek: Nemesis,6e+07,43254409,24058417,180.9,83727694.8590382,60359865.9676672
2002-02-19,Reign of Fire,6e+07,43061982,39088201,177.8,85187514.0607424,61139053.2851406
2002-12-27,The Hours,2.5e+07,41675994,55354474,180.9,34886539.5245992,58157248.4763184
2002-04-05,High Crimes,4.2e+07,41543207,22237893,179.8,58967953.2814238,58326616.4175362
2002-01-25,A Walk to Remember,1.1e+07,41227069,4833846,177.1,15679440.9937888,58765217.7938509
2002-01-11,Orange County,1.8e+07,41059716,2248991,177.1,25657267.0807453,58526672.2039752
2002-06-14,Windtalkers,1.15e+08,40914068,36714197,179.9,161370122.290161,57411375.2743302
2002-05-17,About a Boy,2.7e+07,40803000,89956651,179.8,37907969.9666296,57287366.6129032
2002-08-02,The Master of Disguise,1.6e+07,40363530,0,180.7,22352097.3990039,56388097.1204759
2002-03-15,Resident Evil,3.5e+07,40119709,63667692,178.8,49414793.064877,56643060.5159452
2002-08-16,Blue Crush,3e+07,40118420,11500000,180.7,41910182.6231323,56045676.9583841
2002-12-20,The Wild Thornberrys Movie,2.5e+07,40108697,20586040,180.9,34886539.5245992,55970145.726827
2002-02-08,Collateral Damage,8.5e+07,40048332,38305176,177.8,120682311.586052,56860297.4226547
2002-05-24,Enough,3.8e+07,39177215,11793445,179.8,53351957.730812,55004766.2813404
2002-05-31,Undercover Brother,2.5e+07,38230435,2565710,179.8,35099972.1913237,53675488.2144883
2002-11-27,Treasure Planet,1e+08,38120554,53679446,181.3,139238279.095422,53078403.371241
2002-03-15,Showtime,8.5e+07,37948765,4.1e+07,178.8,120007354.58613,53578010.5583613
2002-03-01,40 Days and 40 Nights,1.7e+07,37939782,57152885,178.8,24001470.917226,53565327.8987584
2002-02-15,Crossroads,1.2e+07,37188667,19811333,177.8,17037502.8121485,52800168.2160461
2002-03-29,Clockstoppers,2.6e+07,36985501,1803327,178.8,36708131.9910514,52218025.0947371
2002-01-25,The Mothman Prophecies,4.2e+07,35228696,21209859,177.1,59866956.5217391,50215114.5654658
2002-07-19,K-19: The Widowmaker,9e+07,35168966,30547160,180.1,126149416.990561,49294939.5228984
2002-12-13,The Hot Chick,0,35081550,19557959,180.9,0,48954955.2263682
2002-11-01,I Spy,7e+07,33561137,26718685,181.3,97466795.3667953,46729949.6036569
2002-11-22,Friday After Next,1e+07,33253609,273226,181.3,13923827.9095422,46301752.9087204
2002-12-27,The Pianist,3.5e+07,32519322,79334860,180.9,48841155.3344389,45379464.4906468
2002-12-06,Analyze That,6e+07,32122249,22872508,180.9,83727694.8590382,44825364.3743007
2002-04-19,Murder by Numbers,5e+07,31874869,24768398,179.8,70199944.3826474,44752280.6200834
2002-08-21,One Hour Photo,1.2e+07,31597131,20626175,180.7,16764073.0492529,44141384.3525678
2002-02-22,Queen of the Damned,3.5e+07,30307804,0,177.8,49692716.5354331,43030774.6566704
2002-09-20,The Banger Sisters,1e+07,30306281,7760937,181,13946906.0773481,42267885.4660718
2002-07-12,Halloween: Resurrection,1.5e+07,30259652,7400000,180.1,21024902.8317601,42413749.5348584
2002-06-07,Bad Company,7e+07,30157016,3.9e+07,179.9,98225291.8287938,42316881.3897943
2002-10-25,Ghost Ship,2e+07,30113491,38236393,181.3,27847655.8190844,41929506.6439548
2002-02-22,Dragonfly,6e+07,30063805,0,177.8,85187514.0607424,42684346.8526153
2002-05-10,The New Guy,1.3e+07,28972187,0,179.8,18251985.5394883,40676918.3208732
2002-09-06,Swimfan,1e+07,28564995,5519233,181,13946906.0773481,39839330.2364917
2002-07-12,The Crocodile Hunter: Collision Course,12500000,28436931,5e+06,180.1,17520752.3598001,39858914.0738978
2002-10-11,Brown Sugar,8e+06,27362712,952560,181.3,11139062.3276338,38099369.3026365
2002-08-09,Blood Work,5e+07,26199517,0,180.7,69850304.3718871,36600884.7369286
2002-10-25,Frida,1.2e+07,25885000,30246239,181.3,16708593.4914506,36041828.54385
2002-10-04,Jonah: A VeggieTales Movie,1.4e+07,25571351,37428,181.3,19493359.0733591,35605109.07385
2002-03-08,All About the Benjamins,1.4e+07,25482931,390214,178.8,19765917.2259508,35978107.4871868
2002-10-11,The Transporter,2.1e+07,25296447,18632485,181.3,29240038.6100386,35222337.4750855
2002-04-12,The Sweetest Thing,4.3e+07,24430272,38648484,179.8,60371952.1690768,34300074.713059
2002-11-27,Eight Crazy Nights,0,23607202,0,181.3,0,32870261.80738
2002-12-06,Adaptation,18500000,22498520,10033239,180.9,25816039.2482034,31395820.2889994
2003-05-30,Finding Nemo,9.4e+07,380529370,555900000,183.5,129314801.089918,523490210.536403
2003-12-17,The Lord of the Rings: The Return of …,9.4e+07,377845905,763557436,184.3,128753478.024959,517542281.130195
2003-07-09,Pirates of the Caribbean: The Curse o…,1.4e+08,305411224,329542879,183.9,192177596.519848,419237106.98932
2003-05-15,The Matrix Reloaded,1.5e+08,281553689,457023240,183.5,206353405.99455,387330417.969869
2003-05-23,Bruce Almighty,8.1e+07,242704995,241763613,183.5,111430839.237057,333886682.467602
2003-05-02,X-Men 2,1.25e+08,214949694,191925842,183.5,171961171.662125,295704009.829242
2003-11-07,Elf,3.2e+07,173398518,46837892,184.5,43783457.9945799,237249585.286732
2003-07-01,Terminator 3: Rise of the Machines,1.7e+08,150358296,282700000,183.9,233358510.059815,206396399.586427
2003-11-05,The Matrix Revolutions,1.5e+08,139270910,288029350,184.5,205234959.349594,190555063.682873
2003-12-25,Cheaper by the Dozen,4e+07,138614544,51597569,184.3,54788714.0531742,189862815.370678
2003-07-18,Bad Boys II,1.3e+08,138540870,134731112,183.9,178450625.339859,190174652.974062
2003-04-11,Anger Management,5.6e+07,135560942,60100000,183.8,76912861.8063112,186185357.113917
2003-03-07,Bringing Down the House,2e+07,132675402,3.2e+07,184.2,27409229.0988056,181826524.459707
2003-06-20,Hulk,1.37e+08,132177234,112898200,183.7,188264251.497006,181636846.89018
2003-06-06,2 Fast 2 Furious,7.6e+07,127120058,109290549,183.7,104438562.874251,174687318.026467
2003-12-12,Something's Gotta Give,8e+07,124685242,1.42e+08,184.3,109577428.106348,170783601.764721
2003-07-25,Seabiscuit,8.6e+07,120277854,28437488,183.9,118051952.147906,165105063.544894
2003-08-08,S.W.A.T.,7e+07,116877597,90277151,184.6,95724431.2026002,159829164.187882
2003-07-25,Spy Kids 3-D: Game Over,4e+07,111760631,56091364,183.9,54907884.7199565,153413496.07944
2003-12-05,The Last Samurai,1.4e+08,111110575,345700000,184.3,191760499.18611,152190138.048969
2003-08-06,Freaky Friday,2.6e+07,110222438,50600000,184.6,35554788.7323944,150728288.333055
2003-10-24,Scary Movie 3,4.5e+07,110000082,45199918,185,61404081.0810811,150098976.756746
2003-05-30,The Italian Job,6e+07,106126012,70136827,183.5,82541362.3978202,145996426.93879
2003-02-07,How to Lose a Guy in 10 Days,5e+07,105807520,73083262,183.1,68934735.1174222,145876267.292627
2003-08-01,American Wedding,5.5e+07,104354205,22070910,184.6,75212053.0877573,142703527.388922
2003-05-09,Daddy Day Care,6e+07,104148781,60136806,183.5,82541362.3978202,143276371.263537
2003-02-14,Daredevil,8e+07,102543518,80239000,183.1,110295576.187875,141376205.026772
2003-11-21,The Cat in the Hat,1.09e+08,101018283,32800000,184.5,149137403.794038,138216554.700472
2003-06-27,Charlie's Angels: Full Throttle,1.2e+08,100814328,126385672,183.7,164902994.011976,138538204.387545
2003-12-25,Cold Mountain,8e+07,95632614,69541295,184.3,109577428.106348,130989698.56509
2003-11-14,Master and Commander: The Far Side of…,1.35e+08,93926386,118985751,184.5,184711463.414634,128513186.750428
2003-07-02,"Legally Blonde 2: Red, White & Blonde",2.5e+07,90639088,34700000,183.9,34317427.9499728,124420014.87565
2003-10-08,Mystic River,3e+07,90135191,66686829,185,40936054.0540541,122992635.031616
2003-10-24,Brother Bear,0,85336277,165061521,185,0,116444348.268124
2003-08-15,Freddy vs. Jason,2.5e+07,82622655,31953748,184.6,34187296.8580715,112985809.347481
2003-10-03,School of Rock,2e+07,81261177,50683495,185,27290702.7027027,110883731.138935
2003-10-17,The Texas Chainsaw Massacre,9e+06,80571655,27395664,185,12280816.2162162,109942854.143486
2003-11-26,The Haunted Mansion,9e+07,75817994,79932634,184.5,123140975.609756,103736686.110385
2003-02-21,Old School,2.4e+07,75155000,11610463,183.1,33088672.8563626,103615800.354997
2003-10-10,Kill Bill: Volume 1,5.5e+07,70098138,106371290,185,75049432.4324324,95651372.2085514
2003-04-18,Holes,2e+07,67383924,3848290,183.8,27468879.2165397,92548043.4746246
2003-01-17,Kangaroo Jack,6e+07,66723216,2.4e+07,181.7,83359053.3847001,92699735.4090479
2003-07-11,The League of Extraordinary Gentlemen,7.8e+07,66465204,112800000,183.9,107070375.203915,91236593.9780098
2003-12-10,Big Fish,7e+07,66432867,57521456,184.3,95880249.5930548,90994283.8448888
2003-07-25,Lara Croft: Tomb Raider: The Cradle o…,9e+07,65653758,91439185,183.9,123542740.619902,90122724.392398
2003-12-19,Mona Lisa Smile,6.5e+07,63803100,77402069,184.3,89031660.336408,87392245.0401519
2003-02-07,Shanghai Knights,5e+07,60470220,27846615,183.1,68934735.1174222,83369971.9638449
2003-11-26,Bad Santa,1.8e+07,60060328,17086703,184.5,24628195.1219512,82176526.5040217
2003-11-21,Gothika,4e+07,59588068,81896744,184.5,54729322.4932249,81530364.7580054
2003-11-07,Love Actually,4.5e+07,59472278,189301966,184.5,61570487.8048781,81371937.0517182
2003-08-15,Open Range,2.6e+07,58331254,10282738,184.6,35554788.7323944,79767515.8640629
2003-09-12,Once Upon a Time in Mexico,2.9e+07,56330657,41082870,185.2,39528785.0971922,76782152.9288499
2003-01-10,Just Married,1.9e+07,56127162,45437773,181.7,26397033.5718217,77978451.5581618
2003-12-25,Paycheck,6e+07,53789313,45030476,184.3,82183071.0797613,73676182.2268421
2003-01-31,The Recruit,0,52784696,48389744,181.7,0,73334704.8626527
2003-10-24,Radio,3.5e+07,52333738,959890,185,47758729.7297297,71411224.2539567
2003-04-25,Identity,2.8e+07,52131264,30052419,183.8,38456430.9031556,71599369.7110773
2003-09-19,Underworld,2.2e+07,51970690,43737767,185.2,29987354.2116631,70839249.5297516
2003-10-17,Runaway Jury,0,49440996,17897223,185,0,67463976.1580757
2003-12-25,Peter Pan,1e+08,48417850,46837635,184.3,136971785.132935,66318793.467987
2003-02-14,The Jungle Book 2,2e+07,47901582,92220643,183.1,27573894.0469689,66041657.3375096
2003-09-26,The Rundown,8.5e+07,47641743,33190150,185.2,115860232.181426,64938628.3000918
2003-03-14,Agent Cody Banks,2.5e+07,47545060,10695398,184.2,34261536.3735071,65158672.102823
2003-01-31,Final Destination 2,2.6e+07,46896664,43500000,181.7,36122256.4667034,65154358.632339
2003-04-04,Phone Booth,1.1e+07,46566212,51270926,183.8,15107883.5690968,63956082.6499891
2003-06-27,28 Days Later…,8e+06,45064915,37890718,183.7,10993532.9341317,61927828.4032934
2003-09-12,Lost in Translation,4e+06,44585453,72499844,185.2,5452246.22030238,60772716.8999298
2003-03-07,Tears of the Sun,7.5e+07,43632458,4.2e+07,184.2,102784609.120521,59796601.8733008
2003-09-26,Under the Tuscan Sun,1.8e+07,43601508,13888516,185.2,24535107.9913607,59431539.298121
2003-05-02,The Lizzie McGuire Movie,1.5e+07,42734455,12800000,183.5,20635340.599455,58789335.617139
2003-09-19,Secondhand Lions,3e+07,42070939,5831627,185.2,40891846.6522678,57345279.5368305
2003-10-03,Out of Time,5e+07,41083108,14406718,185,68226756.7567568,56059344.3265513
2003-06-13,Rugrats Go Wild,2.5e+07,39402572,16040460,183.7,34354790.4191617,54146684.1214371
2003-03-28,Head of State,35200000,37788228,495537,184.2,48240243.2138979,51787309.9244951
2003-10-10,Good Boy!,1.7e+07,37667746,7644471,185,23197097.2972973,51398962.8783459
2003-08-15,Uptown Girls,0,37095657,0,184.6,0,50728009.5201679
2003-09-12,Matchstick Men,0,36873198,22292102,185.2,0,50260438.6064903
2003-01-17,National Security,0,36288951,18310349,181.7,0,50416876.7280627
2003-04-04,What a Girl Wants,2.5e+07,35990505,0,183.8,34336099.0206746,49430941.7393634
2003-08-29,Jeepers Creepers II,2.5e+07,35623801,84300000,184.6,34187296.8580715,48715258.3999946
2003-10-10,Intolerable Cruelty,6e+07,35327628,8.6e+07,185,81872108.1081081,48205789.6469838
2003-02-28,Cradle 2 the Grave,2.5e+07,34657731,21777211,183.1,34467367.5587111,47782430.1251174
2003-12-24,Monster,5e+06,34469210,29771603,184.3,6848589.25664677,47213092.2582203
2003-04-18,Malibu's Most Wanted,1.5e+07,34308901,190303,183.8,20601659.4124048,47121352.8810609
2003-03-14,The Hunted,5.5e+07,34234008,12979087,184.2,75375380.0217155,46916388.4121173
2003-12-12,Stuck On You,5.5e+07,33832741,29704423,184.3,75334481.8231145,46341309.3071026
2003-03-21,Dreamcatcher,6.8e+07,33685268,4.2e+07,184.2,93191378.9359392,46164361.3933333
2003-03-12,Bend it Like Beckham,5600000,32543449,42022593,184.2,7674584.14766558,44599542.4653149
2003-01-24,Darkness Falls,7e+06,32539681,14750077,181.7,9725222.89488167,45207950.0933352
2003-03-28,The Core,8.5e+07,31111260,43021371,184.2,116489223.669924,42636782.6446254
2003-12-19,Calendar Girls,1e+07,31011616,62063000,184.3,13697178.5132935,42477164.033771
2003-12-05,Honey,1.8e+07,30272254,32374509,184.3,24654921.3239284,41464446.7037764
2003-09-19,The Fighting Temptations,0,30238577,358496,185.2,0,41217041.7888931
2003-06-13,Hollywood Homicide,7.5e+07,30207785,20201968,183.7,103064371.257485,41511284.9080838
2003-07-18,Johnny English,4.5e+07,28013509,135113167,183.9,61771370.3099511,38454063.0693366
2003-11-26,The Missing,6.5e+07,26900336,11353097,184.5,88935149.0514905,36805929.1030027
2003-03-28,Basic,5e+07,26599248,15999250,184.2,68523072.7470141,36453244.1143974
2003-04-04,A Man Apart,3.6e+07,26500000,17297731,183.8,49443982.5897715,36396264.9619151
2003-07-02,Sinbad: Legend of the Seven Seas,6e+07,26483452,54284432,183.9,82361827.0799348,36353758.2350625
2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,3e+07,26214846,0,183.7,41225748.502994,36024221.608024
2004-05-19,Shrek 2,7e+07,441226247,495781885,189.1,93446483.342147,589014873.434336
2004-06-30,Spider-Man 2,2e+08,373524485,421586185,189.7,266145492.8835,497059290.821903
2004-02-25,The Passion of the Christ,2.5e+07,370782930,251558994,186.2,33893528.4640172,502685671.677068
2004-12-22,Meet the Fockers,6e+07,279167575,237400000,190.3,79591907.5144509,370324663.507225
2004-11-05,The Incredibles,9.2e+07,261441092,353285660,191,121593654.450262,345538889.127686
2004-06-04,Harry Potter and the Prisoner of Azkaban,1.3e+08,249538952,547149597,189.7,172994570.374275,332068336.868361
2004-05-28,The Day After Tomorrow,1.25e+08,186740799,369578651,189.1,166868720.253834,249289585.186467
2004-11-10,The Polar Express,1.7e+08,186493587,124140582,191,224683926.701571,246483008.422476
2004-07-23,The Bourne Supremacy,8.5e+07,176087450,134913674,189.4,113290997.888068,234695563.836061
2004-11-19,National Treasure,1e+08,173005002,158318408,191,132167015.706806,228655548.166901
2004-10-01,Shark Tale,7.5e+07,161412000,210505043,190.9,99177187.0089052,213445174.793085
2004-07-16,"I, Robot",1.05e+08,144801023,203828562,189.4,139947703.273495,192995910.480977
2004-05-14,Troy,1.5e+08,133298577,350862688,189.1,200242464.304601,177946903.645177
2004-12-10,Ocean's Twelve,1.1e+08,125531634,237457442,190.3,145918497.109827,166521703.391098
2004-02-13,50 First Dates,7.5e+07,120776832,75543497,186.2,101680585.392052,163742119.727433
2004-05-07,Van Helsing,1.7e+08,120150546,1.8e+08,189.1,226941459.545214,160394942.790555
2004-06-23,Fahrenheit 9/11,6e+06,119114517,102034442,189.7,7984364.78650501,158508959.182725
2004-12-17,Lemony Snicket's A Series of Unfortun…,1e+08,118627117,94328907,190.3,132653179.190751,157362642.082832
2004-06-18,Dodgeball: A True Underdog Story,3e+07,114326736,53464968,189.7,39921823.932525,152137727.512409
2004-07-30,The Village,71682975,114197520,143444114,189.4,95541597.2862988,152206482.319324
2004-10-22,The Grudge,1e+07,110359362,76921753,190.9,13223624.9345207,145935081.1101
2004-12-17,The Aviator,1.1e+08,102608827,105762065,190.3,145918497.109827,136113871.145838
2004-12-15,Million Dollar Baby,3e+07,100492203,131436024,190.3,39795953.7572254,133306102.118324
2004-08-06,Collateral,6e+07,100170152,117500000,189.5,79927915.5672823,133439857.523631
2004-08-11,The Princess Diaries 2: Royal Engagement,4.5e+07,95149435,26922000,189.5,59945936.6754617,126751600.11591
2004-03-05,Starsky & Hutch,6e+07,88200225,8.2e+07,187.4,80823585.9124867,118810974.379803
2004-01-16,Along Came Polly,4.2e+07,88073507,84970903,185.2,57248585.3131749,120049611.412381
2004-04-30,Mean Girls,1.8e+07,86047227,44905799,188,24169691.4893617,115540829.450282
2004-11-19,SpongeBob SquarePants: The Movie,3e+07,85416609,56634646,191,39650104.7120419,112892583.033251
2004-03-26,Scooby-Doo 2: Monsters Unleashed,2.5e+07,84185387,9.7e+07,187.4,33676494.1302028,113402747.646174
2004-07-09,Anchorman: The Legend of Ron Burgundy,2.5e+07,84136909,5339356,189.4,33320881.7317846,112140639.762677
2004-06-25,The Notebook,3e+07,81001787,35023236,189.7,39921823.932525,107791302.627797
2004-08-13,AVP: Alien Vs. Predator,7e+07,80281096,92262423,189.5,93249234.828496,106945011.045615
2004-04-23,Man on Fire,6e+07,77906816,53061763,188,80565638.2978723,104610205.979915
2004-06-18,The Terminal,7.5e+07,77073959,141600000,189.7,99804559.8313126,102564434.032688
2004-06-11,Garfield: The Movie,5e+07,75367693,132726857,189.7,66536373.2208751,100293859.004887
2004-10-29,Ray,4e+07,75305995,49517099,190.9,52894499.7380828,99581823.320089
2004-10-01,Ladder 49,6e+07,74541707,27791141,190.9,79341749.6071241,98571157.5346935
2004-11-24,Christmas with the Kranks,5e+07,73701902,22767285,191,66083507.8534031,97409604.392555
2004-10-22,Sideways,1.7e+07,71502303,38290889,190.9,22480162.3886852,94551963.6826453
2004-06-23,White Chicks,2e+07,69148997,42300000,189.7,26614549.28835,92018469.4448234
2004-03-05,Hidalgo,7.8e+07,67286731,40800000,187.4,105070661.686233,90639248.0624813
2004-09-24,The Forgotten,5e+07,66711892,50500000,189.9,66466298.0516061,88681849.9451712
2004-04-16,Kill Bill: Volume 2,5.5e+07,66207920,87328062,188,73851835.106383,88901388.9195745
2004-07-30,The Manchurian Candidate,8e+07,65948711,30200000,189.4,106626821.541711,87898767.9837856
2004-01-01,Barbershop 2: Back in Business,1.8e+07,65070412,772000,185.2,24535107.9913607,88694976.9701296
2004-02-06,Miracle,2.8e+07,64378093,96612,186.2,37960751.8796992,87280029.1021858
2004-10-08,Friday Night Lights,3e+07,61255921,694849,190.9,39670874.8035621,81002532.432263
2004-04-02,Hellboy,6e+07,59623958,40200000,188,80565638.2978723,80060703.9019255
2004-06-11,The Stepford Wives,1e+08,59475623,36746348,189.7,133072746.44175,79145844.9894412
2004-03-19,Dawn of the Dead,2.8e+07,58990765,44462110,187.4,37717673.4258271,79464086.0503468
2004-08-20,Without a Paddle,3e+07,58156435,6964845,189.5,39963957.7836412,77472043.7729024
2004-01-23,The Butterfly Effect,1.3e+07,57924679,37713913,185.2,17719800.2159827,78954903.0349946
2004-10-15,Shall We Dance?,4e+07,57887882,60210000,190.9,52894499.7380828,76548763.9821791
2004-06-11,The Chronicles of Riddick,1.2e+08,57712751,49500000,189.7,159687295.7301,76799942.8027886
2004-04-23,13 Going On 30,3.7e+07,57139723,40518989,188,49682143.6170213,76724970.9276436
2004-10-29,Saw,1200000,55968727,47911300,190.9,1586834.99214248,74010945.3910581
2004-08-27,Jet Li's Hero,1.7e+07,53652140,123883818,189.5,22646242.7440633,71471728.5987335
2004-12-08,Blade: Trinity,6.5e+07,52397389,78955776,190.3,86224566.4739884,69506802.3214451
2004-07-07,King Arthur,9e+07,51877963,1.52e+08,189.4,119955174.234424,69144778.7843558
2004-11-12,Finding Neverland,2.5e+07,51676606,63359502,191,33041753.9267016,68299427.9687644
2004-07-16,A Cinderella Story,1.9e+07,51438175,18725930,189.4,25323870.1161563,68558613.8269535
2004-12-22,The Phantom of the Opera,5.5e+07,51225796,102544256,190.3,72959248.5549133,67952646.9597688
2004-09-10,Resident Evil: Apocalypse,5e+07,50740078,74428656,189.9,66466298.0516061,67450102.9501948
2004-04-02,Home on the Range,1.1e+08,50026353,26456108,188,147703670.212766,67173417.6859947
2004-12-25,Fat Albert,4.5e+07,48114556,449000,190.3,59693930.6358381,63825488.1875144
2004-03-12,Secret Window,4e+07,47958031,44153520,187.4,53882390.6083244,64602333.9787033
2004-04-02,Walking Tall,5.6e+07,46213824,1100000,188,75194595.7446809,62054103.8124255
2004-12-29,In Good Company,2.6e+07,45489752,1.8e+07,190.3,34489826.5895954,60343602.2339884
2004-06-11,Napoleon Dynamite,4e+05,44540956,1581757,189.7,532290.985767001,59271873.4406115
2004-12-17,Spanglish,7.5e+07,42044321,12300000,190.3,99489884.3930636,55773128.4756647
2004-08-20,Exorcist: The Beginning,7.8e+07,41814863,2142678,189.5,103906290.237467,55702913.9886913
2004-11-12,Bridget Jones: The Edge Of Reason,5e+07,40203020,223691531,191,66083507.8534031,53135131.7580105
2004-07-23,Catwoman,1e+08,40202379,41943000,189.4,133283526.927138,53583148.6398152
2004-01-30,You Got Served,8e+06,40066497,10745361,185.2,10904492.4406048,54613101.7072516
2004-03-26,The Ladykillers,3.5e+07,39692139,37700000,187.4,47147091.7822839,53467683.4419477
2004-09-17,Sky Captain and the World of Tomorrow,7e+07,37760080,11970774,189.9,93052817.2722486,50195454.6346498
2004-05-28,Raising Helen,5e+07,37485528,12443152,189.1,66747488.1015336,50041296.6831941
2004-10-06,Taxi,0,36609966,31500000,190.9,0,48411645.9249555
2004-01-01,Beauty Shop,2.5e+07,36351350,2e+06,185.2,34076538.8768898,49549127.6600972
2004-03-19,Eternal Sunshine of the Spotless Mind,2e+07,34366518,38204244,187.4,26941195.3041622,46293753.6681003
2004-11-24,Alexander,1.55e+08,34297191,1.33e+08,191,204858874.34555,45329573.8159634
2004-12-03,Closer,3.5e+07,33987757,82189938,190.3,46428612.716763,45085840.1961272
2004-04-16,The Punisher,3.3e+07,33664370,20869404,188,44311101.0638298,45203190.9490957
2004-10-15,Team America: World Police,2e+07,32774834,18173977,190.9,26447249.8690414,43340211.2107177
2004-03-19,Taking Lives,0,32682342,31550021,187.4,0,44025067.9409712
2004-09-10,Cellular,4.5e+07,32003620,29472364,189.9,59819668.2464455,42543242.9130068
2004-08-27,Anacondas: The Hunt for the Blood Orchid,2.5e+07,31526393,38800000,189.5,33303298.1530343,41997314.6307493
2004-04-07,Johnson Family Vacation,1.2e+07,31203964,82795,188,16113127.6595745,41899454.6180638
2004-08-06,Open Water,5e+05,30500882,25017759,189.5,666065.963060686,40631198.6870607
2004-02-20,Confessions of a Teenage Drama Queen,1.5e+07,29331068,3787786,186.2,20336117.0784103,39765335.5255209
2004-11-12,After the Sunset,5.7e+07,28328132,10000982,191,75335198.9528796,37440446.6698848
2004-04-02,The Prince & Me,3e+07,28165882,1190875,188,40282819.1489362,37820037.6925426
2004-07-28,Garden State,2500000,26782316,9246486,189.4,3332088.17317846,35696415.3575713
2004-03-26,Jersey Girl,3.5e+07,25266129,11800000,187.4,47147091.7822839,34034985.7984578
2004-02-27,Twisted,5e+07,25195050,14924798,186.2,67787056.9280344,34157965.7730934
2004-12-10,The Life Aquatic with Steve Zissou,5e+07,24006726,10800000,190.3,66326589.5953757,31845685.2586127
2004-06-16,Around the World in 80 Days,1.1e+08,24004159,4.8e+07,189.7,146380021.085925,31942993.6415445
