Released,Title,ProdBudget,DomesticBO,InternationalBO,CPI,InflAdjBudget,InflAdjDomesticBO
2007-06-22,Sicko,9e+06,24538513,11997324,208.4,10901876.1996161,29723981.2054079
2007-09-14,Across the Universe,4.5e+07,24343673,5023470,208.5,54483237.4100719,29473824.7887146
2007-04-13,Perfect Stranger,0,23760822,38765566,206.7,0,29018665.4323077
2007-10-05,Sea Monsters: A Prehistoric Adventure,0,23746066,26982097,208.9,0,28695228.1233796
2008-07-18,The Dark Knight,1.85e+08,533345358,468275260,219.964,212312992.125984,612087290.775591
2008-05-02,Iron Man,1.86e+08,318604126,266567421,216.6,216775872.576177,371320900.107636
2008-05-22,Indiana Jones and the Kingdom of the …,1.85e+08,317101119,469534294,216.6,215610410.89566,369569203.043587
2008-07-01,Hancock,1.5e+08,227946274,396287998,219.964,172145669.291339,261599759.334646
2008-06-27,WALL-E,1.8e+08,223808164,308699861,218.8,207673765.996344,258217134.881152
2008-06-06,Kung Fu Panda,1.3e+08,215434591,416475940,218.8,149986608.775137,248556182.438067
2008-11-21,Twilight,3.7e+07,192769854,209510305,212.425,43969603.3894316,229081460.15726
2008-11-07,Madagascar: Escape 2 Africa,1.5e+08,180174880,419505894,212.425,178255148.876074,214114000.387525
2008-11-14,Quantum of Solace,2.3e+08,169368427,422323651,212.425,273324561.60998,201271961.131943
2008-03-14,Horton Hears a Who,8.5e+07,154529439,144948447,213.5,100502646.370023,182713147.783237
2008-05-30,Sex and the City,57500000,152647258,262600000,216.6,67014046.6297322,177904529.835005
2008-12-12,Gran Torino,2.5e+07,148095302,126447783,210.228,30019669.1211447,177830878.57744
2008-07-18,Mamma Mia!,5.2e+07,144130063,471618709,219.964,59677165.3543307,165409107.734252
2008-12-25,Marley & Me,6e+07,143153751,104658260,210.228,72047205.8907472,171897129.538829
2008-05-16,The Chronicles of Narnia: Prince Caspian,2.25e+08,141621490,275719798,216.6,262228878.116343,165054419.732733
2008-11-12,Slumdog Millionaire,1.4e+07,141330703,243199737,212.425,16637147.2284336,167952836.693501
2008-06-13,The Incredible Hulk,137500000,134806913,130766946,218.8,158639682.358318,155532551.69473
2008-06-27,Wanted,7.5e+07,134508551,207907909,218.8,86530735.8318099,155188318.582674
2008-06-20,Get Smart,8e+07,130319208,96420208,218.8,92299451.5539305,150354892.816782
2008-12-25,The Curious Case of Benjamin Button,1.6e+08,127509326,202122632,210.228,192125882.375326,153111511.055207
2008-11-26,Four Christmases,8e+07,120146040,48165518,212.425,95069412.7339061,142777668.313805
2008-11-21,Bolt,1.5e+08,114053579,213961450,212.425,178255148.876074,135537584.696627
2008-08-13,Tropic Thunder,9e+07,110515313,80629943,219.086,103701331.897063,127339835.034676
2008-12-25,Bedtime Stories,8e+07,110101975,111366960,210.228,96062941.1876629,132208994.363382
2008-08-01,The Mummy: Tomb of the Dragon Emperor,1.75e+08,102491776,303268449,219.086,201641478.688734,118094818.663283
2008-07-11,Journey to the Center of the Earth,4.5e+07,101704370,141476567,219.964,51643700.7874016,116719778.956693
2008-09-26,Eagle Eye,8e+07,101440743,79144516,218.783,92306623.4579469,117045655.842442
2008-07-25,Step Brothers,6.5e+07,100468793,2.8e+07,219.964,74596456.6929134,115301784.09252
2008-06-06,You Don't Mess With the Zohan,9e+07,100018837,102892154,218.8,103836882.998172,115396047.502025
2008-12-19,Yes Man,5e+07,97690976,128300000,210.228,60039338.2422893,117306031.025667
2008-03-07,"10,000 B.C.",1.05e+08,94784201,174281477,213.5,124150327.868852,112071329.81845
2008-10-03,Beverly Hills Chihuahua,2e+07,94514402,59703766,216.573,23312139.5557156,110166646.47245
2008-10-24,High School Musical 3: Senior Year,1.1e+07,90559416,183833464,216.573,12821676.7556436,105556687.193805
2008-08-06,Pineapple Express,2.6e+07,87341380,15062639,219.086,29958162.5480405,100637971.508084
2008-12-25,Valkyrie,9e+07,83107829,120824345,210.228,108070808.836121,99794781.1182668
2008-03-28,21,3.5e+07,81159365,78687064,213.5,41383442.6229508,95961540.7083606
2008-05-09,What Happens in Vegas...,3.5e+07,80277646,138258062,216.6,40791158.8180979,93560520.2151154
2008-02-14,Jumper,82500000,80172128,142468684,211.7,98376086.4430798,95600244.7812565
2008-01-18,Cloverfield,2.5e+07,80048433,91253793,211.1,29895665.5613453,95724047.2671104
2008-12-12,The Day the Earth Stood Still,8e+07,79366978,153700000,210.228,96062941.1876629,95302816.7482067
2008-01-18,27 Dresses,3e+07,76808654,83439151,211.1,35874798.6736144,91849833.2880436
2008-07-11,Hellboy II: The Golden Army,82500000,75986503,84401560,219.964,94680118.1102362,87204982.7736221
2008-02-22,Vantage Point,4e+07,72266306,78620023,211.7,47697496.4572508,86173046.8603401
2008-02-14,The Spiderwick Chronicles,92500000,71195053,91644614,211.7,110300460.557393,84895644.7060321
2008-02-08,Fool's Gold,72500000,70231041,39131925,211.7,86451712.3287671,83746120.7321634
2008-12-19,Seven Pounds,5.4e+07,69951824,96665504,210.228,64842485.3016725,83997224.4360218
2008-11-07,Role Models,2.8e+07,67300955,27199871,212.425,33274294.4568671,79978278.353513
2008-02-01,Hannah Montana/Miley Cyrus: Best of B…,6500000,65281781,5430318,211.7,7750843.17430326,77844437.9492631
2008-06-13,The Happening,6e+07,64506874,98271510,218.8,69224588.6654479,74424363.6457313
2008-04-18,Forgetting Sarah Marshall,3e+07,63172463,42000579,214.8,35256843.575419,74242054.8754981
2008-04-25,Baby Mama,3e+07,60494212,3676235,214.8,35256843.575419,71094498.9900745
2008-09-12,Burn After Reading,3.7e+07,60355347,107812451,218.783,42691813.3493004,69639978.6150341
2008-02-14,Step Up 2 the Streets,17500000,58017783,90569127,211.7,20867654.7000472,69182574.9775012
2008-10-24,Saw V,10800000,56746769,61463009,216.573,12588555.3600864,66144429.9131979
2008-05-30,The Strangers,9e+06,52597610,30454066,216.6,10489155.1246537,61300498.9417821
2008-04-18,The Forbidden Kingdom,5.5e+07,52075270,7.7e+07,214.8,64637546.5549348,61200321.6179237
2008-12-19,The Tale of Despereaux,6e+07,50877145,39605172,210.228,72047205.8907472,61092602.34914
2008-11-26,Australia,1.3e+08,49554002,165526808,212.425,154487795.692597,58888373.3594351
2008-08-22,The House Bunny,2.5e+07,48237389,23153212,219.086,28805925.526962,55580905.4059639
2008-04-04,Nim's Island,3.7e+07,48006762,53850663,214.8,43483440.4096834,56418896.6132123
2008-05-02,Made of Honor,4e+07,46012734,60536004,216.6,46618467.2206833,53626078.2928255
2008-03-07,College Road Trip,0,45610425,5263498,213.5,0,53929040.1713115
2008-08-06,The Sisterhood of the Traveling Pants 2,2.7e+07,44089964,180167,219.086,31110399.569119,50802088.7788174
2008-05-09,Speed Racer,1.2e+08,43945766,49448696,216.6,139855401.66205,51217106.2939705
2008-04-11,Prom Night,1.8e+07,43869350,13324305,214.8,21154106.1452514,51556493.6901769
2008-01-25,Rambo,47500000,42754105,69460426,211.1,56801764.5665561,51126496.9781857
2008-02-08,Welcome Home Roscoe Jenkins,27500000,42436517,1171110,211.7,32792028.8143599,50602890.4816391
2008-03-21,Meet the Browns,2e+07,41975388,0,213.5,23647681.498829,49631030.3106885
2008-09-26,Nights in Rodanthe,0,41850659,37500000,218.783,0,48288662.7722492
2008-10-17,Max Payne,3.5e+07,40689393,45074495,216.573,40796244.2225023,47427840.4026679
2008-09-12,Righteous Kill,6e+07,40081410,38400000,218.783,69229967.5934602,46247245.2566699
2008-10-10,Body of Lies,67500000,39394666,79161864,216.573,78678471.0005402,45918697.5771403
2008-09-19,Lakeview Terrace,2e+07,39263506,5557793,218.783,23076655.8644867,45303520.7997605
2008-01-25,Meet the Spartans,3e+07,38233676,46413155,211.1,35874798.6736144,45720847.6350734
2008-04-25,Harold & Kumar Escape from Guantanamo…,1.2e+07,38108728,5244389,214.8,14102737.4301676,44786448.7318063
2008-01-11,First Sunday,0,37931869,181539,211.1,0,45359938.7896305
2008-10-17,The Secret Life of Bees,1.1e+07,37780486,2213861,216.573,12821676.7556436,44037198.105738
2008-09-12,The Family That Preys,0,37105289,0,218.783,0,42813299.2502662
2008-08-22,Death Race,6.5e+07,36316032,36200787,219.086,74895406.3701012,41844676.5290708
2008-10-24,Changeling,5.5e+07,35739802,78065778,216.573,64108383.778218,41658562.5958822
2008-08-15,Star Wars: The Clone Wars,8500000,35161554,33533889,219.086,9794014.67916708,40514444.2374501
2008-12-10,The Reader,32500000,34194407,78770468,210.228,39025569.8574881,41060191.3573501
2008-02-29,Semi-Pro,5.5e+07,33479698,10500665,211.7,65584057.6287199,39922444.4186207
2008-09-26,Fireproof,5e+05,33456317,16980,218.783,576916.396612168,38602995.6951089
2008-12-12,Doubt,2e+07,33446470,19744631,210.228,24015735.2969157,40162078.5068116
2008-03-21,Drillbit Taylor,4e+07,32862104,16824159,213.5,47295362.9976581,38855628.4386698
2008-02-14,"Definitely, Maybe",7e+06,32241649,23376217,211.7,8347061.8800189,38446148.4738356
2008-06-20,The Love Guru,6.2e+07,32235793,7923224,218.8,71532074.9542962,37191825.1788254
2008-11-26,Milk,2e+07,31841299,25452072,212.425,23767353.1834765,37839169.9576839
2008-11-26,Transporter 3,4e+07,31715062,75520530,212.425,47534706.366953,37689153.9894928
2008-10-10,Quarantine,1.2e+07,31691811,10232963,216.573,13987283.7334294,36940196.0402682
2008-10-03,Nick and Norah's Infinite Playlist,1e+07,31487293,2398724,216.573,11656069.7778578,36701808.4323854
2008-10-31,Zack and Miri Make a Porno,2.4e+07,31457946,5398360,216.573,27974567.4668588,36667601.3644083
2008-02-01,The Eye,1.2e+07,31418697,26159068,211.7,14309248.9371753,37464829.7212234
2008-04-04,Leatherheads,5.8e+07,31373938,9974690,214.8,68163230.9124767,36871534.1470298
2008-08-15,Mirrors,3.5e+07,30691439,46529157,219.086,40328295.7377468,35363812.2459719
2008-07-18,Space Chimps,3.7e+07,30105968,36923988,219.964,42462598.4251968,34550746.7401575
2008-03-07,The Bank Job,2e+07,30060660,36082345,213.5,23647681.498829,35543245.6662295
2008-01-25,Untraceable,3.5e+07,28687835,23962116,211.1,41853931.7858835,34305676.8335623
2008-09-12,The Women,1.6e+07,26902075,23201733,218.783,18461324.6915894,31040496.3407806
2009-12-18,Avatar,4.25e+08,760507625,2015837654,215.949,496814409.883815,889014463.35651
2009-06-24,Transformers: Revenge of the Fallen,2.1e+08,402111870,434407829,215.693,245776126.253518,470616655.853134
2009-07-15,Harry Potter and the Half-Blood Prince,2.5e+08,301959197,633124489,215.351,293055291.129366,353962961.544098
2009-11-20,The Twilight Saga: New Moon,5e+07,296623634,390934093,216.33,58345814.2652429,346134949.120908
2009-05-29,Up,1.75e+08,293004164,438459213,213.856,206572763.915906,345866742.836282
2009-06-05,The Hangover,3.5e+07,277322503,188441583,215.693,40962687.7089196,324567859.572712
2009-05-08,Star Trek,1.4e+08,257730019,127950427,213.856,165258211.132725,304228584.965308
2009-11-20,The Blind Side,3.5e+07,255959475,49746319,216.33,40842069.98567,298683279.755582
2009-12-23,Alvin and the Chipmunks: The Squeakquel,7e+07,219614612,223868601,215.949,81828255.7455696,256724009.088572
2009-12-25,Sherlock Holmes,9e+07,209028679,289409533,215.949,105207757.387161,244349317.191008
2009-03-27,Monsters vs. Aliens,1.75e+08,198351526,183335854,212.709,207686675.222957,235399822.630514
2009-07-01,Ice Age: Dawn of the Dinosaurs,9e+07,196573705,663128152,215.351,105499904.806572,230427857.388612
2009-05-01,X-Men Origins: Wolverine,1.5e+08,179883157,194942603,213.856,177062369.070777,212336919.562336
2009-05-22,Night at the Museum: Battle of the Sm…,1.5e+08,177243721,224987342,213.856,177062369.070777,209221287.621198
2009-11-13,2012,2e+08,166112167,622296372,216.33,233383257.060972,193838992.85958
2009-06-19,The Proposal,4e+07,163958031,150751686,215.693,46814500.2387653,191890332.034925
2009-04-03,Fast & Furious,8.5e+07,155064265,2.08e+08,213.24,100625187.582067,183569067.681181
2009-08-07,G.I. Joe: The Rise of Cobra,1.75e+08,150201498,152267519,215.834,204679638.055172,175675361.405627
2009-01-16,Paul Blart: Mall Cop,2.6e+07,146336178,39568572,211.143,31085160.2942082,174957059.614299
2009-01-30,Taken,2.5e+07,145000989,81940596,211.143,29889577.2059694,173360730.226297
2009-11-06,Disney’s A Christmas Carol,1.9e+08,137855863,177853834,216.33,221714094.207923,160866251.559455
2009-05-15,Angels & Demons,1.5e+08,133375846,357500000,213.856,177062369.070777,157438955.130527
2009-05-21,Terminator Salvation,2e+08,125322469,240169323,213.856,236083158.761035,147932621.72626
2009-09-18,Cloudy with a Chance of Meatballs,1e+08,124870275,111957402,215.969,116886682.810959,145956722.264422
2009-08-21,Inglourious Basterds,7e+07,120774594,196140670,215.834,81871855.2220688,141257715.349602
2009-07-24,G-Force,1.5e+08,119436770,173381071,215.351,175833174.677619,140006309.615604
2009-08-14,District 9,3e+07,115646235,96807196,215.834,35087937.9523152,135259597.269962
2009-12-25,It’s Complicated,8.5e+07,112735375,111879369,215.949,99362881.976763,131784844.243896
2009-10-09,Couples Retreat,6e+07,109205660,63244763,216.177,70064530.4542111,127524054.84737
2009-09-25,Paranormal Activity,450000,107918810,86264224,215.969,525990.072649315,126142717.138061
2009-03-06,Watchmen,1.38e+08,107509799,79466451,212.709,163775778.175818,127590586.903991
2009-11-25,The Princess and the Frog,1.05e+08,104400899,166596479,216.33,122526209.95701,121827109.243568
2009-07-01,Public Enemies,102500000,97104620,115178089,215.351,120152669.36304,113828090.736426
2009-08-07,Julie & Julia,4e+07,94125426,32520693,215.834,46783917.2697536,110088903.574108
2009-02-06,He's Just Not That Into You,4e+07,93953653,87100004,212.193,47586678.1656322,111773556.194912
2009-02-20,Madea Goes To Jail,17500000,90508336,0,212.193,20819171.6974641,107674776.413473
2009-07-24,The Ugly Truth,3.8e+07,88915214,116383693,215.351,44544404.2516636,104228295.698399
2009-12-04,Up in the Air,3e+07,83823381,83019358,215.949,35069252.462387,97987443.6846617
2009-03-20,Knowing,5e+07,79957634,106492683,212.709,59339050.063702,94892200.9380233
2009-04-10,Hannah Montana the Movie,3e+07,79576189,89597017,213.24,35514772.0877884,94204340.5316591
2009-10-16,Where the Wild Things Are,1e+08,77233467,21890189,216.177,116774217.423685,90188776.6784302
2009-10-02,Zombieland,23600000,75590286,26646310,216.177,27558715.3119897,88269964.9248255
2009-02-06,Coraline,6e+07,75286229,50750828,212.193,71380017.2484483,89565538.7431772
2009-10-16,Law Abiding Citizen,5.3e+07,73357727,57802054,216.177,61890335.2345532,85662911.6240534
2009-01-16,Hotel for Dogs,3.5e+07,73178547,49178625,211.143,41845408.0883572,87491033.2150865
2009-10-28,Michael Jackson's This Is It,6e+07,72091016,1.8e+08,216.177,70064530.4542111,84183719.7667837
2009-03-20,"I Love You, Man",4e+07,72013010,20289492,212.709,47471240.0509616,85463672.1125575
2009-04-24,Obsessed,2e+07,68261644,5703069,213.24,23676514.7251923,80809890.9665916
2009-03-13,Race to Witch Mountain,5e+07,67172595,37931189,212.709,59339050.063702,79719159.5522756
2009-08-28,The Final Destination,4e+07,66477700,120906927,215.834,46783917.2697536,77752180.4270875
2009-06-12,The Taking of Pelham 123,1.1e+08,65452312,86912058,215.693,128739875.656605,76602931.8937935
2009-02-13,Friday the 13th,1.7e+07,65002019,27668218,212.193,20224338.2203937,77330753.9567328
2009-04-17,17 Again,4e+07,64167069,75307837,213.24,47353029.4503845,75962627.7025464
2009-08-14,The Time Traveler's Wife,3.9e+07,63414846,38917289,215.834,45614319.3380098,74169872.7234541
2009-07-10,Brüno,4.2e+07,60054530,78653997,215.351,49233288.9097334,70397191.0911489
2009-01-09,Bride Wars,3e+07,58715510,56434914,211.143,35867492.6471633,70199270.7733148
2009-03-27,The Haunting in Connecticut,0,55389516,23369006,212.709,0,65735225.2585645
2009-05-01,Ghosts of Girlfriends Past,0,55250026,47262776,213.856,0,65218003.2985467
2009-07-31,Funny People,72500000,51855045,20025260,215.351,84986034.427516,60785581.2360054
2009-09-11,I Can Do Bad All By Myself,1.9e+07,51733921,0,215.969,22208469.7340822,60470064.1449421
2009-01-16,My Bloody Valentine,1.4e+07,51545952,51290050,211.143,16738163.2353429,61627468.4783677
2009-11-25,Old Dogs,3.5e+07,49492060,45612244,216.33,40842069.98567,57753090.8072852
2009-06-05,Land of the Lost,1e+08,49438370,20110271,215.693,117036250.596913,57860814.6042292
2009-06-26,My Sister's Keeper,27500000,49200230,47472772,215.693,32184968.9141511,57582104.4770577
2009-11-06,Precious (Based on the Novel Push by …,1e+07,47566524,21156324,216.33,11669162.8530486,55506151.4909444
2009-01-23,Underworld 3: Rise of the Lycans,3.5e+07,45802315,43300000,211.143,41845408.0883572,54760473.2161852
2009-02-13,Confessions of a Shopaholic,0,44277350,63750351,212.193,0,52675300.1119264
2009-12-11,The Lovely Bones,9.5e+07,44114232,50780216,215.949,111052632.797559,51568437.973077
2009-06-19,Year One,6e+07,43337279,14267444,215.693,70221750.3581479,50720326.4523234
2009-01-09,The Unborn,1.6e+07,42670410,35538402,211.143,19129329.4118204,51016020.5642148
2009-11-20,Planet 51,6e+07,42194060,66802053,216.33,70014977.1182915,49236935.7571303
2009-05-29,Drag Me To Hell,3e+07,42100625,49287862,213.856,35412473.8141553,49696242.6790691
2009-07-24,Orphan,2e+07,41596251,37173177,215.351,23444423.2903492,48760005.7867807
2009-03-20,Duplicity,6e+07,40572825,40506741,212.709,71206860.0764424,48151057.8780164
2009-12-16,Crazy Heart,8500000,39471742,7945509,215.949,9936288.1976763,46141482.8442734
2009-09-25,Surrogates,8e+07,38577772,81090578,215.969,93509346.2487672,45092277.993175
2009-11-25,Ninja Assassin,5e+07,38122883,24087009,216.33,58345814.2652429,44486213.0154717
2009-12-11,Invictus,6e+07,37491364,87022647,215.949,70138504.9247739,43826470.3091749
2009-04-17,State of Play,6e+07,37017955,51814255,213.24,71029544.1755768,43822807.8327002
2009-01-16,Notorious,1.9e+07,36843682,8128501,211.143,22716078.6765368,44049683.1076474
2009-02-06,The Pink Panther 2,0,35922978,34100000,212.193,0,42736379.8209272
2009-02-13,Under the Sea 3D,0,35672566,10638746,212.193,0,42438472.9396069
2009-09-04,All About Steve,1.5e+07,33862903,6264356,215.969,17533002.4216438,39581224.0201927
2009-08-28,Halloween 2,1.5e+07,33392973,5119877,215.834,17543968.9761576,39056352.1555779
2009-09-18,The Informant!,2.2e+07,33316821,8454347,215.969,25715070.218411,38942926.884965
2009-03-13,The Last House on the Left,1.5e+07,32752215,13774028,212.709,17801715.0191106,38869706.5116427
2009-11-06,The Men Who Stare at Goats,2.4e+07,32428195,34920023,216.33,28005990.8473166,37840988.8485416
2009-07-17,(500) Days of Summer,0,32425665,2013395,215.351,0,38010050.7865531
2009-04-22,Earth,4.7e+07,32011576,84761741,213.24,55639809.6042018,37896127.5270306
2009-04-24,The Soloist,6e+07,31853584,6668866,213.24,71029544.1755768,37709092.5313074
2009-02-06,Push,3.8e+07,31811527,12600000,212.193,45207344.2573506,37845122.432658
2009-09-09,9,3e+07,31749894,16810105,215.969,35066004.8432877,37111397.8925957
2009-10-02,Toy Story 3D Double Feature,0,30702446,5165623,216.177,0,35852541.0464295
2009-12-18,Did You Hear About the Morgans?,5.8e+07,29580087,50900479,215.949,67800554.7606148,34578384.6287457
2009-10-16,The Stepfather,2e+07,29062561,165000,216.177,23354843.484737,33937578.1710311
2009-01-16,Defiance,5e+07,28644813,24342941,211.143,59779154.4119388,34247253.9885623
2009-01-30,The Uninvited,0,28596818,14182143,211.143,0,34189871.9782422
2009-12-04,Brothers,2.6e+07,28544157,16499713,215.949,30393352.1340687,33367408.271967
2009-10-23,Saw VI,1.1e+07,27693292,42059110,216.177,12845163.9166054,32338625.011856
2009-11-06,The Fourth Kind,1e+07,26218170,23268704,216.33,11669162.8530486,30594409.5438913
2010-06-18,Toy Story 3,2e+08,415004880,654661124,217.965,231632601.564471,480643300.081756
2010-03-05,Alice in Wonderland,2e+08,334191110,691300000,217.631,231988089.932041,387641786.405843
2010-05-07,Iron Man 2,1.7e+08,312433331,308723058,218.178,196695496.337853,361495465.373727
2010-06-30,The Twilight Saga: Eclipse,6.8e+07,300531751,405571077,217.965,78755084.5319203,348064756.68428
2010-11-19,Harry Potter and the Deathly Hallows:…,1.25e+08,295983305,664300000,218.803,144215915.686714,341484026.868439
2010-07-16,Inception,1.6e+08,292576195,539825887,218.011,185266981.941278,338779428.971956
2010-07-09,Despicable Me,6.9e+07,251513985,291950588,218.011,79896385.9621762,291232730.731087
2010-05-21,Shrek Forever After,1.65e+08,238736787,517507886,218.178,190910334.680857,276226181.253348
2010-03-26,How to Train Your Dragon,1.65e+08,217581232,277289760,217.631,191390174.193934,252381272.083701
2010-11-24,Tangled,2.6e+08,200821936,385655304,218.803,299969104.628364,231693755.121749
2010-06-11,The Karate Kid,4e+07,176591618,175183320,217.965,46326520.3128943,204521879.459097
2010-12-17,Tron: Legacy,2e+08,172062763,2.28e+08,219.179,230349622.910954,198172962.870334
2010-12-22,True Grit,3.5e+07,171243005,81033923,219.179,40311184.009417,197228808.139443
2010-04-01,Clash of the Titans,1.25e+08,163214888,3.3e+08,218.009,144741157.47515,188991294.450376
2010-06-25,Grown Ups,7.5e+07,162001186,110222244,217.965,86862225.5866768,187623780.848549
2010-12-22,Little Fockers,1e+08,148438600,162211974,219.179,115174811.455477,170963877.67715
2010-11-05,Megamind,1.3e+08,148415853,173471355,218.803,149984552.314182,171231425.142557
2010-11-26,The King’s Speech,1.5e+07,138797449,292023719,218.803,17305909.8824056,160134409.62012
2010-07-01,The Last Airbender,1.5e+08,131772187,187941694,218.011,173687795.569948,152581471.183073
2010-02-19,Shutter Island,8e+07,128012934,171448848,216.741,93176279.5225638,149097111.511094
2010-08-06,The Other Guys,1e+08,119219978,51716492,218.312,115632214.445381,137856700.622696
2010-07-23,Salt,1.3e+08,118311368,172339126,218.011,150529422.827289,136994937.9919
2010-10-15,Jackass 3D,2e+07,117229692,54456101,218.711,23084252.7353448,135307991.910732
2010-02-12,Valentine's Day,5.2e+07,110485654,107083674,216.741,60564581.6896665,128683027.254216
2010-12-03,Black Swan,1.3e+07,106954678,224312032,219.179,14972725.489212,123184848.729313
2010-05-14,Robin Hood,2.1e+08,105487148,216971858,218.178,242976789.593818,122052040.783085
2010-12-10,The Chronicles of Narnia: The Voyage …,1.55e+08,104386950,313800000,219.179,178520957.755989,120227472.846623
2010-08-13,The Expendables,8.2e+07,103068524,165199650,218.312,94818415.8452123,119180416.697369
2010-11-05,Due Date,6.5e+07,100539043,111200000,218.803,74992276.1570911,115994641.188087
2010-12-17,Yogi Bear,8e+07,100246011,104528679,219.179,92139849.1643816,115458154.160887
2010-04-09,Date Night,5.5e+07,98711404,53557629,218.009,63686109.2890661,114300822.967657
2010-10-01,The Social Network,4e+07,96962694,127959441,218.711,46168505.4706896,111915566.709795
2010-05-27,Sex and the City 2,9.5e+07,95347692,199333086,218.178,109918071.482918,110320362.368286
2010-01-15,The Book of Eli,8e+07,94835059,63915758,216.687,93199499.7392552,110482250.706784
2010-12-10,The Fighter,1.1e+07,93617009,35645379,219.179,12669229.2601025,107823213.606007
2010-09-17,The Town,3.7e+07,92186262,60380619,218.439,42759044.8592055,106535040.871905
2010-05-28,Prince of Persia: Sands of Time,2e+08,90759676,223834921,218.178,231406466.279827,105011879.51931
2010-10-15,Red,6e+07,90380162,106059531,218.711,69252758.2060344,104317925.09347
2010-02-12,Percy Jackson & the Olympians: The Li…,9.5e+07,88768303,134282571,216.741,110646831.933044,103388752.663395
2010-10-20,Paranormal Activity 2,3e+06,84752907,92759125,218.711,3462637.91030172,97822876.2621587
2010-11-12,Unstoppable,9.5e+07,81562942,84157979,218.803,109604095.921902,94101394.9330585
2010-08-13,Eat Pray Love,6e+07,80574010,126024779,218.312,69379328.6672285,93169512.0304427
2010-02-05,Dear John,2.5e+07,80014842,62018667,216.741,29117587.3508012,93193566.0518222
2010-06-11,The A-Team,1.1e+08,77222099,100019072,217.965,127397930.860459,89435778.4481958
2010-06-23,Knight and Day,1.17e+08,76423035,182328335,217.965,135505071.915216,88510332.0825133
2010-07-30,Dinner for Schmucks,6.9e+07,73026337,13770165,218.011,79896385.9621762,84558556.6138543
2010-12-10,The Tourist,1e+08,67631157,211100212,219.179,115174811.455477,77894057.5599077
2010-03-19,The Bounty Hunter,4.5e+07,67061228,68747609,217.631,52197320.2347092,77787030.9610855
2010-03-19,Diary of a Wimpy Kid,1.5e+07,64003625,12950686,217.631,17399106.7449031,74240393.5623831
2010-07-14,The Sorcerer's Apprentice,1.6e+08,63150991,154835329,218.011,185266981.941278,73123709.4323176
2010-04-30,A Nightmare on Elm Street,3.5e+07,63075011,54654610,218.009,40527524.093042,73036400.7991826
2010-03-31,The Last Song,2e+07,62950384,29728564,217.631,23198808.9932041,73018696.7232426
2010-02-12,The Wolfman,1.5e+08,62189884,80444474,216.741,174705524.104807,72432775.1882477
2010-06-04,Get Him to the Greek,4e+07,61153526,30302349,217.965,46326520.3128943,70825751.6111027
2010-09-10,Resident Evil: Afterlife,57500000,60128566,235745624,218.439,66449867.0109275,69487568.9436135
2010-04-02,Why Did I Get Married Too?,2e+07,60095852,735215,218.009,23158585.196024,69586745.4234825
2010-01-22,Tooth Fairy,4.8e+07,60022256,52588130,216.687,55919699.8435531,69925552.9052689
2010-10-08,Secretariat,3.5e+07,59699513,676734,218.711,40397442.2868534,68905932.3134502
2010-09-17,Easy A,8e+06,58401464,17799257,218.439,9245198.88847687,67491643.7572778
2010-08-27,Takers,3.2e+07,57744720,12842548,218.312,37002308.6225219,66771498.4612848
2010-09-24,Legend of the Guardians: The Owls of …,1e+08,55675313,84041404,218.439,115564986.105961,64341167.7329003
2010-10-08,Life as We Know It,3.8e+07,53374681,52513156,218.711,43860080.1971552,61605731.2936203
2010-05-14,Letters to Juliet,3e+07,53032453,29116085,218.178,34710969.941974,61360262.7344049
2010-09-24,Wall Street 2: Money Never Sleeps,7e+07,52474616,84957003,218.439,80895490.2741727,60642282.6895564
2010-07-09,Predators,4e+07,52000688,75233701,218.011,46316745.4853195,60212565.7789378
2010-03-19,Hubble 3D,0,51953160,15835777,217.631,0,60262571.7716686
2010-03-26,Hot Tub Time Machine,3.6e+07,50269859,15697891,217.631,41757856.1877674,58310042.8528151
2010-04-16,Kick-Ass,2.8e+07,48071303,49459831,218.009,32422019.2744336,55663168.3004693
2010-06-04,Killers,7.5e+07,47059963,48512786,217.965,86862225.5866768,54503108.2960888
2010-10-29,Saw 3D,1.7e+07,45710178,88025106,218.711,19621614.8250431,52759265.0764799
2010-02-26,Cop Out,3.7e+07,44875481,11034429,216.741,43094029.2791857,52266629.5170688
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,8.5e+07,43585753,69440630,218.011,98423084.156304,50468755.7121751
2010-01-29,Edge of Darkness,6e+07,43313890,39498566,216.687,69899624.8044414,50460410.9970141
2010-12-25,Gulliver's Travels,1.12e+08,42779261,189238587,219.179,128995788.830134,49270933.1987964
2010-04-16,Death at a Funeral,2.1e+07,42739347,6237886,218.009,24316514.4558252,49489140.4360967
2010-08-06,Step Up 3D,3e+07,42400223,123488894,218.312,34689664.3336143,49028316.7846797
2010-08-27,The Last Exorcism,1800000,41034350,29131550,218.312,2081379.86001686,47448927.5882682
2010-01-22,Legion,2.6e+07,40168080,27479494,216.687,30289837.4152579,46795562.0185798
2010-11-24,Burlesque,5.5e+07,39440655,51112020,218.803,63455002.902154,45503761.4088701
2010-02-26,The Crazies,1.9e+07,39123589,17321945,216.741,22129366.3866089,45567380.8073738
2010-11-05,For Colored Girls,2.1e+07,37729698,288175,218.803,24228273.8353679,43529783.5652253
2010-04-23,The Back-up Plan,3.5e+07,37490007,37791172,218.009,40527524.093042,43410776.0554518
