movie,distributor,gross,percent_change,theaters,per_theater,total_gross,days,date,lc_movie
Scream 3,Miramax,2051000,47,3100,662,76583305,23,2000-02-26,scream 3
Pitch Black,USA Films,1979000,-36,1930,1025,22930719,10,2000-02-27,pitch black
Scream 3,Miramax,1209000,-41,3099,390,78100871,24,2000-02-27,scream 3
Pitch Black,USA Films,499375,-75,1930,259,23430094,11,2000-02-28,pitch black
Scream 3,Miramax,285354,-76,3099,92,78386225,25,2000-02-28,scream 3
Pitch Black,USA Films,515487,3,1930,267,23945581,12,2000-02-29,pitch black
Scream 3,Miramax,305264,7,3099,99,78691489,26,2000-02-29,scream 3
Pitch Black,USA Films,449952,-13,1930,233,24395533,13,2000-03-01,pitch black
Scream 3,Miramax,270219,-11,3099,87,78961708,27,2000-03-01,scream 3
Pitch Black,USA Films,457935,2,1930,237,24853468,14,2000-03-02,pitch black
Scream 3,Miramax,291382,8,3099,94,79253090,28,2000-03-02,scream 3
Pitch Black,USA Films,1396000,205,1905,733,26249000,15,2000-03-03,pitch black
Pitch Black,USA Films,2269000,63,1905,1191,28518000,16,2000-03-04,pitch black
Pitch Black,USA Films,1437000,-37,1903,755,29707222,17,2000-03-05,pitch black
Scream 3,Miramax,721000,,1826,395,82153193,31,2000-03-05,scream 3
Pitch Black,USA Films,387737,-73,1903,204,30094959,18,2000-03-06,pitch black
Scream 3,Miramax,194328,-73,1826,106,82347521,32,2000-03-06,scream 3
Pitch Black,USA Films,403958,4,1903,212,30498917,19,2000-03-07,pitch black
Scream 3,Miramax,197503,2,1826,108,82545024,33,2000-03-07,scream 3
Pitch Black,USA Films,353333,-13,1903,186,30852250,20,2000-03-08,pitch black
Scream 3,Miramax,169439,-14,1826,93,82714463,34,2000-03-08,scream 3
Pitch Black,USA Films,350000,-1,1903,184,31210000,21,2000-03-09,pitch black
Pitch Black,USA Films,748000,114,1730,432,31600250,22,2000-03-10,pitch black
Pitch Black,USA Films,1452000,94,1730,839,33052250,23,2000-03-11,pitch black
Pitch Black,USA Films,751000,-48,1730,434,34086236,24,2000-03-12,pitch black
Scream 3,Miramax,389000,,1447,269,84454225,38,2000-03-12,scream 3
Pitch Black,USA Films,251123,-67,1730,145,34337359,25,2000-03-13,pitch black
Scream 3,Miramax,139328,-64,1447,96,84593553,39,2000-03-13,scream 3
Pitch Black,USA Films,287373,14,1730,166,34624732,26,2000-03-14,pitch black
Scream 3,Miramax,154961,11,1447,107,84748514,40,2000-03-14,scream 3
Pitch Black,USA Films,252341,-12,1730,146,34877073,27,2000-03-15,pitch black
Scream 3,Miramax,135814,-12,1447,94,84884328,41,2000-03-15,scream 3
Pitch Black,USA Films,266152,5,1730,154,35143225,28,2000-03-16,pitch black
Scream 3,Miramax,148138,9,1447,102,85032466,42,2000-03-16,scream 3
Final Destination,New Line,3130000,,2587,1210,3130000,1,2000-03-17,final destination
Final Destination,New Line,4120000,32,2587,1593,7250000,2,2000-03-18,final destination
Final Destination,New Line,2814000,-32,2587,1088,10015822,3,2000-03-19,final destination
Pitch Black,USA Films,397000,,1384,287,36480488,31,2000-03-19,pitch black
Scream 3,Miramax,210000,,1316,160,85925084,45,2000-03-19,scream 3
Final Destination,New Line,890795,-68,2587,344,10906617,4,2000-03-20,final destination
Pitch Black,USA Films,136741,-66,1384,99,36617229,32,2000-03-20,pitch black
Scream 3,Miramax,71209,-66,1316,54,85996293,46,2000-03-20,scream 3
Final Destination,New Line,945707,6,2587,366,11852324,5,2000-03-21,final destination
Pitch Black,USA Films,154704,13,1384,112,36771933,33,2000-03-21,pitch black
Scream 3,Miramax,66714,-6,1316,51,86063007,47,2000-03-21,scream 3
Final Destination,New Line,729995,-23,2587,282,12582319,6,2000-03-22,final destination
Pitch Black,USA Films,109016,-30,1384,79,36880949,34,2000-03-22,pitch black
Scream 3,Miramax,54685,-18,1316,42,86117692,48,2000-03-22,scream 3
Final Destination,New Line,702000,-4,2587,271,13284000,7,2000-03-23,final destination
Pitch Black,USA Films,106000,-3,1384,77,36987000,35,2000-03-23,pitch black
Final Destination,New Line,2305000,228,2587,891,15590000,8,2000-03-24,final destination
Final Destination,New Line,3305000,43,2470,1338,18895000,9,2000-03-25,final destination
Final Destination,New Line,1854000,-44,2587,717,20422961,10,2000-03-26,final destination
Pitch Black,USA Films,151000,,917,165,37620175,38,2000-03-26,pitch black
Final Destination,New Line,642800,-65,2587,248,21065751,11,2000-03-27,final destination
Pitch Black,USA Films,62074,-59,917,68,37682249,39,2000-03-27,pitch black
Final Destination,New Line,702657,9,2587,272,21768418,12,2000-03-28,final destination
Pitch Black,USA Films,68191,10,917,74,37750440,40,2000-03-28,pitch black
Final Destination,New Line,634868,-10,2587,245,22403286,13,2000-03-29,final destination
Pitch Black,USA Films,61032,-10,917,67,37811472,41,2000-03-29,pitch black
Final Destination,New Line,653728,3,2587,253,23057014,14,2000-03-30,final destination
Pitch Black,USA Films,64595,6,917,70,37876067,42,2000-03-30,pitch black
Final Destination,New Line,1818866,178,2305,789,24875880,15,2000-03-31,final destination
Final Destination,New Line,2505839,38,2305,1087,27381719,16,2000-04-01,final destination
Final Destination,New Line,1379000,-45,2587,533,28344513,17,2000-04-02,final destination
Pitch Black,USA Films,59000,,419,141,38135077,45,2000-04-02,pitch black
Final Destination,New Line,406103,-71,2587,157,28750616,18,2000-04-03,final destination
Final Destination,New Line,505071,24,2587,195,29255687,19,2000-04-04,final destination
Pitch Black,USA Films,27615,,419,66,38187213,47,2000-04-04,pitch black
Final Destination,New Line,423541,-16,2587,164,29679228,20,2000-04-05,final destination
Pitch Black,USA Films,23594,-15,419,56,38210807,48,2000-04-05,pitch black
Final Destination,New Line,413916,-2,2587,160,30093144,21,2000-04-06,final destination
Pitch Black,USA Films,25750,9,419,61,38236557,49,2000-04-06,pitch black
Final Destination,New Line,1173000,183,1810,648,31266000,22,2000-04-07,final destination
Final Destination,New Line,1723120,47,1810,952,32989531,23,2000-04-08,final destination
Final Destination,New Line,1020000,-41,2014,506,33897819,24,2000-04-09,final destination
Final Destination,New Line,302642,-70,2014,150,34200461,25,2000-04-10,final destination
Final Destination,New Line,378420,25,2014,188,34578881,26,2000-04-11,final destination
Final Destination,New Line,340930,-10,2014,169,34919811,27,2000-04-12,final destination
Final Destination,New Line,344903,1,2014,171,35264714,28,2000-04-13,final destination
Final Destination,New Line,934125,171,2014,464,36198839,29,2000-04-14,final destination
Final Destination,New Line,1317050,41,1325,994,37515889,30,2000-04-15,final destination
Final Destination,New Line,925000,-30,1509,613,38211312,31,2000-04-16,final destination
Final Destination,New Line,389965,-58,1509,258,38601280,32,2000-04-17,final destination
Final Destination,New Line,411848,6,1509,273,39013128,33,2000-04-18,final destination
Final Destination,New Line,401251,-3,1509,266,39414379,34,2000-04-19,final destination
Final Destination,New Line,370000,-8,1509,245,39784379,35,2000-04-20,final destination
Final Destination,New Line,958375,159,1025,935,40742754,36,2000-04-21,final destination
Final Destination,New Line,929675,-3,1025,907,41672429,37,2000-04-22,final destination
Final Destination,New Line,782000,-16,1509,518,42599000,38,2000-04-23,final destination
Final Destination,New Line,311333,-60,1509,206,42910226,39,2000-04-24,final destination
Final Destination,New Line,251029,-19,1509,166,43161255,40,2000-04-25,final destination
Final Destination,New Line,230817,-8,1509,153,43392072,41,2000-04-26,final destination
Final Destination,New Line,244647,6,1509,162,43636719,42,2000-04-27,final destination
Final Destination,New Line,650219,166,1153,564,44286938,43,2000-04-28,final destination
Final Destination,New Line,606000,,1153,526,45923800,45,2000-04-30,final destination
Final Destination,New Line,165224,-73,1153,143,46089027,46,2000-05-01,final destination
Final Destination,New Line,166106,1,1153,144,46255133,47,2000-05-02,final destination
Final Destination,New Line,150385,-9,1153,130,46405518,48,2000-05-03,final destination
Final Destination,New Line,167460,11,1153,145,46572978,49,2000-05-04,final destination
Final Destination,New Line,450000,,1103,408,48155817,52,2000-05-07,final destination
Final Destination,New Line,141839,-68,1103,129,48297659,53,2000-05-08,final destination
Final Destination,New Line,138145,-3,1103,125,48435804,54,2000-05-09,final destination
Final Destination,New Line,135341,-2,1103,123,48571145,55,2000-05-10,final destination
Final Destination,New Line,140239,4,1103,127,48711384,56,2000-05-11,final destination
Final Destination,New Line,318000,,944,337,49758468,59,2000-05-14,final destination
Final Destination,New Line,116995,-63,944,124,49875463,60,2000-05-15,final destination
Final Destination,New Line,117071,,944,124,49993327,61,2000-05-16,final destination
Final Destination,New Line,106615,-9,944,113,50099942,62,2000-05-17,final destination
Final Destination,New Line,114854,8,944,122,50214796,63,2000-05-18,final destination
Final Destination,New Line,72151,,651,111,50913533,67,2000-05-22,final destination
Final Destination,New Line,61011,-15,651,94,50974544,68,2000-05-23,final destination
Final Destination,New Line,48654,-20,651,75,51023198,69,2000-05-24,final destination
Final Destination,New Line,46187,-5,651,71,51069385,70,2000-05-25,final destination
Final Destination,New Line,28004,,307,91,51372771,75,2000-05-30,final destination
Final Destination,New Line,72000,,310,232,52268534,115,2000-07-09,final destination
Final Destination,New Line,34125,-53,310,110,52302662,116,2000-07-10,final destination
Final Destination,New Line,33565,-2,310,108,52336227,117,2000-07-11,final destination
Final Destination,New Line,31624,,310,102,52394985,119,2000-07-13,final destination
Final Destination,New Line,65000,,285,228,52589193,122,2000-07-16,final destination
Final Destination,New Line,27489,-58,285,96,52616685,123,2000-07-17,final destination
Final Destination,New Line,24355,-11,285,85,52641040,124,2000-07-18,final destination
Final Destination,New Line,23088,-5,285,81,52664128,125,2000-07-19,final destination
Final Destination,New Line,27747,20,285,97,52691875,126,2000-07-20,final destination
What Lies Beneath,Dreamworks SKG,9998065,,2813,3554,9998065,1,2000-07-21,what lies beneath
What Lies Beneath,Dreamworks SKG,12061656,21,2813,4288,22059721,2,2000-07-22,what lies beneath
What Lies Beneath,Dreamworks SKG,8539000,-29,2813,3036,29702959,3,2000-07-23,what lies beneath
Final Destination,New Line,52000,,260,200,52857426,129,2000-07-23,final destination
What Lies Beneath,Dreamworks SKG,4252763,-50,2813,1512,33955722,4,2000-07-24,what lies beneath
Final Destination,New Line,25378,-51,260,98,52882807,130,2000-07-24,final destination
What Lies Beneath,Dreamworks SKG,4481157,5,2813,1593,38436879,5,2000-07-25,what lies beneath
Final Destination,New Line,23596,-7,260,91,52906403,131,2000-07-25,final destination
What Lies Beneath,Dreamworks SKG,4089218,-9,2813,1454,42526097,6,2000-07-26,what lies beneath
Final Destination,New Line,24745,5,260,95,52931148,132,2000-07-26,final destination
What Lies Beneath,Dreamworks SKG,3962000,-3,2813,1408,46488000,7,2000-07-27,what lies beneath
What Lies Beneath,Dreamworks SKG,6894000,74,2825,2440,53382000,8,2000-07-28,what lies beneath
What Lies Beneath,Dreamworks SKG,8860454,29,2825,3136,62243175,9,2000-07-29,what lies beneath
What Lies Beneath,Dreamworks SKG,7098000,-20,2825,2513,69352633,10,2000-07-30,what lies beneath
What Lies Beneath,Dreamworks SKG,3051851,-57,2825,1080,72404484,11,2000-07-31,what lies beneath
What Lies Beneath,Dreamworks SKG,3406274,12,2825,1206,75810758,12,2000-08-01,what lies beneath
What Lies Beneath,Dreamworks SKG,2758932,-19,2825,977,78569690,13,2000-08-02,what lies beneath
What Lies Beneath,Dreamworks SKG,2752487,,2825,974,81322177,14,2000-08-03,what lies beneath
Hollow Man,Sony Pictures,9082000,,2956,3072,9082000,1,2000-08-04,hollow man
What Lies Beneath,Dreamworks SKG,4004000,45,2867,1397,85326000,15,2000-08-04,what lies beneath
Hollow Man,Sony Pictures,8931000,-2,2956,3021,18013000,2,2000-08-05,hollow man
What Lies Beneath,Dreamworks SKG,5181000,29,2867,1807,90507000,16,2000-08-05,what lies beneath
Hollow Man,Sony Pictures,7959000,-11,2956,2692,26414386,3,2000-08-06,hollow man
What Lies Beneath,Dreamworks SKG,4267000,-18,2867,1488,95130565,17,2000-08-06,what lies beneath
Hollow Man,Sony Pictures,3308071,-58,2956,1119,29722457,4,2000-08-07,hollow man
What Lies Beneath,Dreamworks SKG,1920752,-55,2867,670,97051317,18,2000-08-07,what lies beneath
Hollow Man,Sony Pictures,2952634,-11,2956,999,32675091,5,2000-08-08,hollow man
What Lies Beneath,Dreamworks SKG,1939683,1,2867,677,98991000,19,2000-08-08,what lies beneath
Hollow Man,Sony Pictures,2303411,-22,2956,779,34978502,6,2000-08-09,hollow man
What Lies Beneath,Dreamworks SKG,1652147,-15,2867,576,100643147,20,2000-08-09,what lies beneath
Hollow Man,Sony Pictures,2277582,-1,2956,770,37256084,7,2000-08-10,hollow man
What Lies Beneath,Dreamworks SKG,1624965,-2,2867,567,102268112,21,2000-08-10,what lies beneath
Hollow Man,Sony Pictures,3819000,68,2956,1292,41075000,8,2000-08-11,hollow man
Bless the Child,Paramount Pictures,3006000,,2524,1191,3006000,1,2000-08-11,bless the child
What Lies Beneath,Dreamworks SKG,2792000,72,2925,955,105060000,22,2000-08-11,what lies beneath
Hollow Man,Sony Pictures,4951000,30,2956,1675,46026000,9,2000-08-12,hollow man
What Lies Beneath,Dreamworks SKG,3869000,39,2925,1323,108929000,23,2000-08-12,what lies beneath
Bless the Child,Paramount Pictures,3395000,13,2524,1345,6401000,2,2000-08-12,bless the child
Hollow Man,Sony Pictures,3912000,-21,2956,1323,50304216,10,2000-08-13,hollow man
What Lies Beneath,Dreamworks SKG,2815000,-27,2867,982,112004876,24,2000-08-13,what lies beneath
Bless the Child,Paramount Pictures,2811000,-17,2524,1114,9413684,3,2000-08-13,bless the child
Hollow Man,Sony Pictures,1502839,-62,2956,508,51807055,11,2000-08-14,hollow man
What Lies Beneath,Dreamworks SKG,1230092,-56,2867,429,113234968,25,2000-08-14,what lies beneath
Bless the Child,Paramount Pictures,1053231,-63,2524,417,10466915,4,2000-08-14,bless the child
Hollow Man,Sony Pictures,1518740,1,2956,514,53325795,12,2000-08-15,hollow man
What Lies Beneath,Dreamworks SKG,1290698,5,2867,450,114525666,26,2000-08-15,what lies beneath
Bless the Child,Paramount Pictures,1043528,-1,2524,413,11510443,5,2000-08-15,bless the child
Hollow Man,Sony Pictures,1137021,-25,2956,385,54462816,13,2000-08-16,hollow man
What Lies Beneath,Dreamworks SKG,1060775,-18,2867,370,115586441,27,2000-08-16,what lies beneath
Bless the Child,Paramount Pictures,832355,-20,2524,330,12342798,6,2000-08-16,bless the child
Hollow Man,Sony Pictures,1104265,-3,2956,374,55567081,14,2000-08-17,hollow man
What Lies Beneath,Dreamworks SKG,1066325,1,2867,372,116652766,28,2000-08-17,what lies beneath
Bless the Child,Paramount Pictures,833877,,2524,330,13176675,7,2000-08-17,bless the child
The Cell,New Line,6006000,,2411,2491,6006000,1,2000-08-18,the cell
What Lies Beneath,Dreamworks SKG,1929000,81,2760,699,118582000,29,2000-08-18,what lies beneath
Hollow Man,Sony Pictures,1791000,62,2956,606,57358000,15,2000-08-18,hollow man
The Cell,New Line,5610000,-7,2411,2327,11616000,2,2000-08-19,the cell
What Lies Beneath,Dreamworks SKG,2804000,45,2760,1016,121386000,30,2000-08-19,what lies beneath
Hollow Man,Sony Pictures,2530000,41,2956,856,59888000,16,2000-08-19,hollow man
Bless the Child,Paramount Pictures,1916000,,2521,760,16534000,9,2000-08-19,bless the child
The Cell,New Line,5155000,-8,2411,2138,17515050,3,2000-08-20,the cell
What Lies Beneath,Dreamworks SKG,1847000,-34,2760,669,123410908,31,2000-08-20,what lies beneath
Hollow Man,Sony Pictures,1732000,-32,2954,586,61577725,17,2000-08-20,hollow man
Bless the Child,Paramount Pictures,1456000,-24,2521,578,18014363,10,2000-08-20,bless the child
The Cell,New Line,2068306,-60,2411,858,19583356,4,2000-08-21,the cell
What Lies Beneath,Dreamworks SKG,724698,-61,2760,263,124135606,32,2000-08-21,what lies beneath
Hollow Man,Sony Pictures,572777,-67,2954,194,62150502,18,2000-08-21,hollow man
Bless the Child,Paramount Pictures,515926,-65,2521,205,18530289,11,2000-08-21,bless the child
The Cell,New Line,2123251,3,2411,881,21706607,5,2000-08-22,the cell
What Lies Beneath,Dreamworks SKG,842756,16,2760,305,124978362,33,2000-08-22,what lies beneath
Hollow Man,Sony Pictures,654520,14,2954,222,62805022,19,2000-08-22,hollow man
Bless the Child,Paramount Pictures,609480,18,2521,242,19139769,12,2000-08-22,bless the child
The Cell,New Line,1596268,-25,2411,662,23302875,6,2000-08-23,the cell
What Lies Beneath,Dreamworks SKG,649342,-23,2760,235,125627704,34,2000-08-23,what lies beneath
Hollow Man,Sony Pictures,467508,-29,2954,158,63272530,20,2000-08-23,hollow man
Bless the Child,Paramount Pictures,453578,-26,2521,180,19593347,13,2000-08-23,bless the child
The Cell,New Line,1676010,5,2411,695,24978885,7,2000-08-24,the cell
What Lies Beneath,Dreamworks SKG,678869,5,2760,246,126306573,35,2000-08-24,what lies beneath
Hollow Man,Sony Pictures,479132,2,2954,162,63751662,21,2000-08-24,hollow man
Bless the Child,Paramount Pictures,446561,-2,2521,177,20039908,14,2000-08-24,bless the child
The Cell,New Line,2861000,71,2411,1187,27840000,8,2000-08-25,the cell
What Lies Beneath,Dreamworks SKG,1250000,84,2568,487,127557000,36,2000-08-25,what lies beneath
The Cell,New Line,3726000,30,2411,1545,31566000,9,2000-08-26,the cell
What Lies Beneath,Dreamworks SKG,1854000,48,2568,722,129411000,37,2000-08-26,what lies beneath
The Cell,New Line,2928000,-21,2411,1214,33745083,10,2000-08-27,the cell
What Lies Beneath,Dreamworks SKG,1221000,-34,2568,475,130919547,38,2000-08-27,what lies beneath
Hollow Man,Sony Pictures,806000,,2481,325,66562821,24,2000-08-27,hollow man
Bless the Child,Paramount Pictures,775000,,2350,330,22752806,17,2000-08-27,bless the child
The Cell,New Line,1053930,-64,2430,434,34799013,11,2000-08-28,the cell
What Lies Beneath,Dreamworks SKG,447921,-63,2568,174,131367468,39,2000-08-28,what lies beneath
Hollow Man,Sony Pictures,289752,-64,2481,117,66852573,25,2000-08-28,hollow man
Bless the Child,Paramount Pictures,258319,-67,2350,110,23011125,18,2000-08-28,bless the child
The Cell,New Line,1130639,7,2430,465,35929652,12,2000-08-29,the cell
What Lies Beneath,Dreamworks SKG,545725,22,2568,213,131913193,40,2000-08-29,what lies beneath
Hollow Man,Sony Pictures,328691,13,2481,132,67181264,26,2000-08-29,hollow man
Bless the Child,Paramount Pictures,301701,17,2350,128,23312826,19,2000-08-29,bless the child
The Cell,New Line,878540,-22,2430,362,36808192,13,2000-08-30,the cell
What Lies Beneath,Dreamworks SKG,450633,-17,2568,175,132363826,41,2000-08-30,what lies beneath
Hollow Man,Sony Pictures,252839,-23,2481,102,67434103,27,2000-08-30,hollow man
Bless the Child,Paramount Pictures,251609,-17,2350,107,23564435,20,2000-08-30,bless the child
The Cell,New Line,849452,-3,2430,350,37657644,14,2000-08-31,the cell
What Lies Beneath,Dreamworks SKG,467254,4,2568,182,132831080,42,2000-08-31,what lies beneath
Hollow Man,Sony Pictures,250638,-1,2481,101,67684741,28,2000-08-31,hollow man
Bless the Child,Paramount Pictures,243782,-3,2350,104,23808217,21,2000-08-31,bless the child
The Cell,New Line,1772000,109,2444,725,39430000,15,2000-09-01,the cell
What Lies Beneath,Dreamworks SKG,1113000,138,2407,462,133944000,43,2000-09-01,what lies beneath
The Cell,New Line,2532000,43,2444,1036,41962000,16,2000-09-02,the cell
What Lies Beneath,Dreamworks SKG,1744000,57,2407,725,135688000,44,2000-09-02,what lies beneath
The Cell,New Line,2468000,-3,2444,1010,44430000,17,2000-09-03,the cell
What Lies Beneath,Dreamworks SKG,1654000,-5,2407,687,137342000,45,2000-09-03,what lies beneath
The Cell,New Line,1833105,-26,2444,750,46270539,18,2000-09-04,the cell
What Lies Beneath,Dreamworks SKG,1239454,-25,2407,515,138783687,46,2000-09-04,what lies beneath
Bless the Child,Paramount Pictures,517059,,1942,266,26244972,25,2000-09-04,bless the child
Hollow Man,Sony Pictures,491182,,1949,252,70202548,32,2000-09-04,hollow man
The Cell,New Line,611703,-67,2444,250,46882242,19,2000-09-05,the cell
What Lies Beneath,Dreamworks SKG,311432,-75,2407,129,139095119,47,2000-09-05,what lies beneath
Bless the Child,Paramount Pictures,154695,-70,1942,80,26399667,26,2000-09-05,bless the child
Hollow Man,Sony Pictures,146272,-70,1949,75,70348820,33,2000-09-05,hollow man
The Cell,New Line,481463,-21,2444,197,47363705,20,2000-09-06,the cell
What Lies Beneath,Dreamworks SKG,260987,-16,2407,108,139356106,48,2000-09-06,what lies beneath
Hollow Man,Sony Pictures,116621,-20,1949,60,70465441,34,2000-09-06,hollow man
Bless the Child,Paramount Pictures,115755,-25,1942,60,26515422,27,2000-09-06,bless the child
The Cell,New Line,448832,-7,2444,184,47812537,21,2000-09-07,the cell
What Lies Beneath,Dreamworks SKG,257541,-1,2407,107,139613647,49,2000-09-07,what lies beneath
Bless the Child,Paramount Pictures,108370,-6,1942,56,26623792,28,2000-09-07,bless the child
Hollow Man,Sony Pictures,106066,-9,1949,54,70571507,35,2000-09-07,hollow man
The Watcher,Universal,2794000,,2740,1020,2794000,1,2000-09-08,the watcher
The Cell,New Line,993000,121,2476,401,48805000,22,2000-09-08,the cell
What Lies Beneath,Dreamworks SKG,761000,195,2166,351,140374000,50,2000-09-08,what lies beneath
The Watcher,Universal,3611000,29,2740,1318,6405000,2,2000-09-09,the watcher
The Cell,New Line,1554000,56,2476,628,50359000,23,2000-09-09,the cell
What Lies Beneath,Dreamworks SKG,1273000,67,2166,588,141647000,51,2000-09-09,what lies beneath
The Watcher,Universal,2331000,-35,2742,850,9062295,3,2000-09-10,the watcher
The Cell,New Line,1027000,-34,2476,415,51341527,24,2000-09-10,the cell
What Lies Beneath,Dreamworks SKG,642000,-50,2166,296,142381640,52,2000-09-10,what lies beneath
Hollow Man,Sony Pictures,207000,,1184,175,71342018,38,2000-09-10,hollow man
Bless the Child,Paramount Pictures,203000,,1165,174,27429185,31,2000-09-10,bless the child
The Watcher,Universal,630655,-73,2742,230,9692950,4,2000-09-11,the watcher
The Cell,New Line,322570,-69,2476,130,51664097,25,2000-09-11,the cell
What Lies Beneath,Dreamworks SKG,174358,-73,2166,80,142555720,53,2000-09-11,what lies beneath
Bless the Child,Paramount Pictures,52274,-74,1165,45,27481459,32,2000-09-11,bless the child
Hollow Man,Sony Pictures,50608,-76,1184,43,71392626,39,2000-09-11,hollow man
The Watcher,Universal,740335,17,2742,270,10433285,5,2000-09-12,the watcher
The Cell,New Line,417248,29,2476,169,52081345,26,2000-09-12,the cell
What Lies Beneath,Dreamworks SKG,228627,31,2166,106,142784355,54,2000-09-12,what lies beneath
Bless the Child,Paramount Pictures,66774,28,1165,57,27548233,33,2000-09-12,bless the child
Hollow Man,Sony Pictures,63466,25,1184,54,71456092,40,2000-09-12,hollow man
The Watcher,Universal,589530,-20,2742,215,11022815,6,2000-09-13,the watcher
The Cell,New Line,308124,-26,2476,124,52389469,27,2000-09-13,the cell
What Lies Beneath,Dreamworks SKG,186941,-18,2166,86,142971296,55,2000-09-13,what lies beneath
Bless the Child,Paramount Pictures,58555,-12,1165,50,27606788,34,2000-09-13,bless the child
Hollow Man,Sony Pictures,52654,-17,1184,44,71508746,41,2000-09-13,hollow man
The Watcher,Universal,508872,-14,2742,186,11531687,7,2000-09-14,the watcher
The Cell,New Line,304679,-1,2476,123,52694148,28,2000-09-14,the cell
What Lies Beneath,Dreamworks SKG,200462,7,2166,93,143172028,56,2000-09-14,what lies beneath
Bless the Child,Paramount Pictures,58287,,1165,50,27665075,35,2000-09-14,bless the child
Hollow Man,Sony Pictures,56290,7,1184,48,71565036,42,2000-09-14,hollow man
The Watcher,Universal,1692000,233,2745,616,13223000,8,2000-09-15,the watcher
The Cell,New Line,705000,131,2250,313,53400000,29,2000-09-15,the cell
What Lies Beneath,Dreamworks SKG,684000,241,2007,341,143856000,57,2000-09-15,what lies beneath
The Watcher,Universal,2540000,50,2745,925,15764000,9,2000-09-16,the watcher
What Lies Beneath,Dreamworks SKG,1174000,72,2007,585,145030000,58,2000-09-16,what lies beneath
The Cell,New Line,1110000,57,2250,493,54510000,30,2000-09-16,the cell
The Watcher,Universal,1523000,-40,2745,555,17376895,10,2000-09-17,the watcher
The Cell,New Line,659000,-41,2250,293,54985122,31,2000-09-17,the cell
What Lies Beneath,Dreamworks SKG,497000,-58,2007,248,145578552,59,2000-09-17,what lies beneath
The Watcher,Universal,398075,-74,2745,145,17774988,11,2000-09-18,the watcher
The Cell,New Line,219180,-67,2250,97,55204302,32,2000-09-18,the cell
What Lies Beneath,Dreamworks SKG,140643,-72,2007,70,145719195,60,2000-09-18,what lies beneath
The Watcher,Universal,521545,31,2745,190,18296533,12,2000-09-19,the watcher
The Cell,New Line,273198,25,2250,121,55477500,33,2000-09-19,the cell
What Lies Beneath,Dreamworks SKG,183836,31,2007,92,145903031,61,2000-09-19,what lies beneath
The Watcher,Universal,411750,-21,2745,150,18708283,13,2000-09-20,the watcher
The Cell,New Line,219785,-20,2250,98,55697285,34,2000-09-20,the cell
What Lies Beneath,Dreamworks SKG,162795,-11,2007,81,146065826,62,2000-09-20,what lies beneath
The Watcher,Universal,384295,-7,2745,140,19092560,14,2000-09-21,the watcher
The Cell,New Line,219688,,2250,98,55916973,35,2000-09-21,the cell
What Lies Beneath,Dreamworks SKG,175896,8,2007,88,146241722,63,2000-09-21,what lies beneath
Urban Legends: Final Cut,Sony Pictures,2822000,,2539,1111,2822000,1,2000-09-22,urban legends: final cut
The Watcher,Universal,981000,155,2780,353,20073000,15,2000-09-22,the watcher
What Lies Beneath,Dreamworks SKG,614000,249,1819,338,146856000,64,2000-09-22,what lies beneath
Urban Legends: Final Cut,Sony Pictures,3430000,22,2539,1351,6253000,2,2000-09-23,urban legends: final cut
The Watcher,Universal,1658000,69,2780,596,21731000,16,2000-09-23,the watcher
What Lies Beneath,Dreamworks SKG,1096000,79,1819,603,147952000,65,2000-09-23,what lies beneath
Urban Legends: Final Cut,Sony Pictures,1813000,-47,2539,714,8505513,3,2000-09-24,urban legends: final cut
The Watcher,Universal,903000,-46,2777,325,22758200,17,2000-09-24,the watcher
What Lies Beneath,Dreamworks SKG,461000,-58,1819,253,148433841,66,2000-09-24,what lies beneath
The Cell,New Line,417000,,1903,219,57434557,38,2000-09-24,the cell
Urban Legends: Final Cut,Sony Pictures,477034,-74,2539,188,8982547,4,2000-09-25,urban legends: final cut
The Watcher,Universal,221225,-76,2777,80,22979425,18,2000-09-25,the watcher
The Cell,New Line,142006,-66,1903,75,57576563,39,2000-09-25,the cell
What Lies Beneath,Dreamworks SKG,115678,-75,1819,64,148549519,67,2000-09-25,what lies beneath
Urban Legends: Final Cut,Sony Pictures,524133,10,2539,206,9506680,5,2000-09-26,urban legends: final cut
The Watcher,Universal,277665,26,2777,100,23257090,19,2000-09-26,the watcher
The Cell,New Line,175998,24,1903,92,57752561,40,2000-09-26,the cell
What Lies Beneath,Dreamworks SKG,145204,26,1819,80,148694723,68,2000-09-26,what lies beneath
Urban Legends: Final Cut,Sony Pictures,377651,-28,2539,149,9884331,6,2000-09-27,urban legends: final cut
The Watcher,Universal,236045,-15,2777,85,23493135,20,2000-09-27,the watcher
The Cell,New Line,144487,-18,1903,76,57897048,41,2000-09-27,the cell
What Lies Beneath,Dreamworks SKG,123864,-15,1819,68,148818587,69,2000-09-27,what lies beneath
Urban Legends: Final Cut,Sony Pictures,387815,3,2539,153,10272146,7,2000-09-28,urban legends: final cut
The Watcher,Universal,236500,,2777,85,23729635,21,2000-09-28,the watcher
The Cell,New Line,149286,3,1903,78,58046334,42,2000-09-28,the cell
What Lies Beneath,Dreamworks SKG,133523,8,1819,73,148952110,70,2000-09-28,what lies beneath
Urban Legends: Final Cut,Sony Pictures,1341000,246,2539,528,11613000,8,2000-09-29,urban legends: final cut
The Watcher,Universal,628000,166,2630,239,24357000,22,2000-09-29,the watcher
