Released,Title,Genre,ProductionBudget,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
2012-05-18,Battleship,Action,2.09e+08,65233400,73510496,248244317,313477717
2012-09-28,Pitch Perfect,Comedy,1.7e+07,65001093,73240579,51043254,116044347
2012-03-30,Mirror Mirror,Adventure,8.5e+07,64935167,73174425,108678315,173613482
2012-02-03,Chronicle,Thriller/Suspense,1.2e+07,64575175,72768757,59106615,123681790
2012-08-08,Hope Springs,Romantic Comedy,3e+07,63536011,71597733,69549284,133085295
2012-01-20,Underworld: Awakening,Action,7e+07,62321039,70228606,98058891,160379930
2012-04-20,The Lucky One,Drama,2.5e+07,60457138,68128199,36176695,96633833
2012-05-16,The Dictator,Comedy,6.5e+07,59650222,67218902,120498675,180148897
2012-08-03,Total Recall,Action,1.25e+08,58877969,66348659,152978119,211856088
2012-04-06,American Reunion,Comedy,5e+07,56758835,63960639,180040376,236799211
2012-08-17,ParaNorman,Adventure,6e+07,56003051,63108964,52116611,108119662
2012-02-17,This Means War,Romantic Comedy,6.5e+07,54760791,61709079,102213766,156974557
2012-03-02,Project X,Comedy,1.2e+07,54731865,61676482,48296323,103028188
2012-02-03,The Woman in Black,Thriller/Suspense,1.5e+07,54333290,61227336,74622608,128955898
2012-10-19,Paranormal Activity 4,Horror,5e+06,53900335,60739440,88917657,142817992
2012-01-06,The Devil Inside,Horror,1e+06,53262945,60021176,48496545,101759490
2012-08-15,The Odd Life of Timothy Green,Drama,4e+07,51853450,58432625,3395709,55249159
2012-02-17,Ghost Rider: Spirit of Vengeance,Action,5.7e+07,51774002,58343311,97443353,149217355
2012-01-27,The Grey,Thriller/Suspense,2.5e+07,51580136,58124847,29669040,81249176
2012-01-20,Red Tails,Action,5.8e+07,49876377,56204908,489121,50365498
2012-08-31,The Possession,Horror,1.4e+07,49130588,55364490,33794476,82925064
2012-08-03,Diary of a Wimpy Kid: Dog Days,Adventure,2.2e+07,49008662,55227097,28221033,77229695
2012-10-12,Sinister,Thriller/Suspense,3e+06,48086903,54188380,39640904,87727807
2012-07-06,Savages,Thriller/Suspense,4.5e+07,47323100,53327664,35190390,82513490
2012-05-04,The Best Exotic Marigold Hotel,Comedy,1e+07,46383639,52268997,88256141,134639780
2012-05-25,Moonrise Kingdom,Drama,1.6e+07,45512466,51287285,23335980,68848446
2012-10-12,Here Comes the Boom,Comedy,4.2e+07,45290318,51008919,27948940,73239258
2012-11-21,Red Dawn,Action,6.5e+07,44806783,50470154,3357367,48164150
2012-04-13,The Three Stooges,Adventure,3e+07,44338224,49964048,9714025,54052249
2012-09-14,Resident Evil: Retribution,Action,6.5e+07,42345531,47718516,196595466,238940997
2012-04-13,The Cabin in the Woods,Thriller/Suspense,3e+07,42073277,47411715,28616691,70689968
2012-05-18,What to Expect When You're Expecting,Romantic Comedy,37500000,41152203,46373770,47320813,88473016
2012-09-21,End of Watch,Thriller/Suspense,1.5e+07,41003371,46203421,16583235,57586606
2012-06-15,Rock of Ages,Musical,7e+07,38518613,43406018,22513319,61031932
2012-06-22,Abraham Lincoln: Vampire Hunter,Horror,67500000,37519139,42279727,99970591,137489730
2012-08-29,Lawless,Drama,2.6e+07,37397291,42142423,16996346,54393637
2012-12-19,The Guilt Trip,Comedy,4e+07,37134215,41704051,4160459,41294674
2012-06-15,That's My Boy,Comedy,57500000,36931089,41617068,21154146,58085235
2012-09-21,Trouble with the Curve,Drama,6e+07,35763137,40300918,12055776,47818913
2012-10-05,Frankenweenie,Adventure,3.9e+07,35287788,39756906,45863000,81150788
2012-07-27,Step Up Revolution,Drama,3.3e+07,35074677,39525103,130477613,165552290
2012-02-24,Tyler Perry's Good Deeds,Drama,1.4e+07,35025791,39470018,553386,35579177
2012-07-27,The Watch,Comedy,5.5e+07,34353000,38711856,32777045,67130045
2012-07-13,2016: Obama’s America,Documentary,2500000,33349941,37581528,0,33349941
2012-09-21,House at the End of the Street,Horror,6900000,31611916,35622974,12492066,44103982
2012-04-27,The Pirates! Band of Misfits,Adventure,5.5e+07,31051126,34991028,105092479,136143605
2012-01-13,Joyful Noise,Musical,27500000,30932113,34856909,225801,31157914
2012-01-13,The Iron Lady,Drama,1.4e+07,29959436,33760820,85632668,115592104
2012-04-20,Chimpanzee,Documentary,0,28965459,32640718,5752647,34718106
2012-04-27,The Five-Year Engagement,Romantic Comedy,3e+07,28700285,32341900,32923534,61623819
2012-10-26,Cloud Atlas,Drama,1.02e+08,27108272,30543047,103564882,130673154
2012-01-27,One for the Money,Comedy,4.2e+07,26414527,29766111,9782694,36197221
2012-10-19,Alex Cross,Thriller/Suspense,3.5e+07,25888412,29173248,9538347,35426759
2012-07-05,Katy Perry: Part of Me,Concert/Performance,1.2e+07,25326071,28539553,7374368,32700439
2013-11-22,The Hunger Games: Catching Fire,Adventure,1.3e+08,424668047,468450491,440200000,864868047
2013-05-03,Iron Man 3,Action,2e+08,408992272,451249771,806400000,1215392272
2013-11-22,Frozen,Musical,1.5e+08,400738009,441580623,871731901,1272469910
2013-07-03,Despicable Me 2,Adventure,7.6e+07,368065385,406093679,607151450,975216835
2013-06-14,Man of Steel,Action,2.25e+08,291045518,321116635,376954000,667999518
2013-10-04,Gravity,Thriller/Suspense,1.1e+08,274092705,302312457,419605968,693698673
2013-06-21,Monsters University,Adventure,2e+08,268488329,296228814,475100000,743588329
2013-12-13,The Hobbit: The Desolation of Smaug,Adventure,2.5e+08,258366855,284903265,7.02e+08,960366855
2013-05-24,Fast and Furious 6,Action,1.6e+08,238679850,263340498,550620594,789300444
2013-03-08,Oz the Great and Powerful,Adventure,2e+08,234770996,259027775,255588055,490359051
2013-05-16,Star Trek Into Darkness,Adventure,1.9e+08,228778661,252416302,238602923,467381584
2013-11-08,Thor: The Dark World,Action,1.5e+08,206362140,227667947,438240376,644602516
2013-06-21,World War Z,Action,1.9e+08,202359711,223267722,329154939,531514650
2013-03-22,The Croods,Adventure,1.35e+08,187168425,206506856,385900000,573068425
2013-06-28,The Heat,Comedy,4.3e+07,159581587,176069717,70146187,229727774
2013-08-07,We're the Millers,Comedy,3.7e+07,150394119,165932989,117422157,267816276
2013-12-13,American Hustle,Black Comedy,4e+07,150117807,165292163,107760487,257878294
2013-05-10,The Great Gatsby,Drama,1.9e+08,144840419,159805475,206200000,351040419
2013-07-19,The Conjuring,Horror,2e+07,137400141,151596462,180600000,318000141
2013-02-08,Identity Thief,Comedy,3.5e+07,134506920,148404309,40854658,175361578
2013-07-12,Grown Ups 2,Comedy,8e+07,133668525,147479286,113355283,247023808
2013-07-26,The Wolverine,Action,1.15e+08,132556852,146252755,283900000,416456852
2013-12-18,Anchorman 2: The Legend Continues,Comedy,5e+07,127352707,140410227,44833047,172185754
2013-12-25,Lone Survivor,Action,4e+07,125095601,137346622,24709031,149804632
2013-03-27,G.I. Joe: Retaliation,Action,1.4e+08,122523060,135182268,253217645,375740705
2013-09-27,Cloudy with a Chance of Meatballs 2,Adventure,7.8e+07,119793567,132158975,154599082,274392649
2013-05-31,Now You See Me,Thriller/Suspense,7.5e+07,117723989,129887349,225045211,342769200
2013-12-25,The Wolf of Wall Street,Black Comedy,1e+08,116900694,128688509,272969720,389870414
2013-08-16,Lee Daniels' The Butler,Drama,3e+07,116632095,128680803,60393403,177025498
2013-05-23,The Hangover 3,Comedy,1.03e+08,112200072,123792692,249800000,362000072
2013-05-24,Epic,Adventure,1e+08,107518682,118627622,155275759,262794441
2013-10-11,Captain Phillips,Drama,5.5e+07,107136417,118193420,113511767,220648184
2013-10-25,Jackass Presents: Bad Grandpa,Comedy,1.5e+07,102003019,112540024,58900000,160903019
2013-07-12,Pacific Rim,Action,1.9e+08,101802906,112321282,309200000,411002906
2013-06-12,This is the End,Comedy,3.2e+07,101470202,111954202,25068915,126539117
2013-03-22,Olympus Has Fallen,Thriller/Suspense,7e+07,98927592,109148889,51634572,150562164
2013-04-12,42,Drama,4e+07,95020213,104837799,2450488,97470701
2013-08-09,Elysium,Action,1.2e+08,93050117,102664144,193141974,286192091
2013-08-09,Disney Planes,Adventure,5e+07,90282580,99610666,147776989,238059569
2013-07-02,The Lone Ranger,Western,2.75e+08,89302115,98528893,170700000,260002115
2013-04-19,Oblivion,Thriller/Suspense,1.2e+08,89107235,98313882,198809398,287916633
2013-09-13,Insidious Chapter 2,Horror,5e+06,83586447,92222678,78335068,161921515
2013-12-13,Saving Mr. Banks,Drama,3.5e+07,83299761,91774878,31662764,114962525
2013-07-17,Turbo,Adventure,1.35e+08,83028130,91606681,203868448,286896578
2013-08-02,2 Guns,Action,6.1e+07,75612460,83424812,56880555,132493015
2013-06-28,White House Down,Thriller/Suspense,1.5e+08,73103784,80656939,132336603,205440387
2013-01-18,Mama,Horror,1.5e+07,71628180,79028875,76467386,148095566
2013-02-14,Safe Haven,Drama,2.8e+07,71399120,78776146,22651831,94050951
2013-07-31,The Smurfs 2,Adventure,1.1e+08,71017784,78355408,277529739,348547523
2013-11-15,The Best Man Holiday,Comedy,1.7e+07,70525195,77811745,2310515,72835710
2013-08-07,Percy Jackson: Sea of Monsters,Adventure,9e+07,68559554,75642969,132300000,200859554
2013-02-14,A Good Day to Die Hard,Action,9.2e+07,67349198,74307785,236900000,304249198
2013-02-01,Warm Bodies,Romantic Comedy,3e+07,66380662,73239180,48740946,115121608
2013-03-01,Jack the Giant Slayer,Adventure,1.95e+08,65187603,71922850,132500000,197687603
2013-06-07,The Purge,Thriller/Suspense,3e+06,64473115,71134540,26793466,91266581
2013-01-28,Last Vegas,Comedy,2.8e+07,63914167,70513502,4.9e+07,112914167
2013-11-01,Ender's Game,Adventure,1.1e+08,61737191,68115498,66246092,127983283
2013-09-20,Prisoners,Thriller/Suspense,4.6e+07,61002302,67305121,52400000,113402302
2013-05-31,After Earth,Action,1.3e+08,60522097,66775299,190977568,251499665
2013-12-25,The Secret Life of Walter Mitty,Adventure,9.1e+07,58236838,64184961,129624345,187861183
2013-02-15,Escape From Planet Earth,Adventure,4e+07,57012977,62903614,17143633,74156610
2013-10-18,12 Years a Slave,Drama,2e+07,56671993,62429074,124353350,181025343
2013-11-01,Free Birds,Adventure,5.5e+07,55750480,61506052,54636592,110387072
2013-01-25,Hansel & Gretel: Witch Hunters,Action,5e+07,55703475,61458807,159246241,214949716
2013-04-05,Evil Dead,Horror,1.7e+07,54239856,59843974,43538500,97778356
2013-07-19,RED 2,Action,8.4e+07,53262560,58765699,88244795,141507355
2013-12-13,Tyler Perry's A Madea Christmas,Comedy,2.5e+07,52543354,57959664,0,52543354
2013-03-29,Tyler Perry’s Temptation,Drama,0,51975354,57345497,1167790,53143144
2013-03-15,The Call,Thriller/Suspense,12800000,51872378,57231883,17949098,69821476
2013-04-26,Pain & Gain,Action,2.6e+07,49875291,55028456,31400000,81275291
2013-01-11,Gangster Squad,Drama,6e+07,46000903,50753758,58100000,104100903
2013-06-07,The Internship,Comedy,5.8e+07,44672764,49288392,4.9e+07,93672764
2013-08-30,No se Aceptan Devoluciones,Comedy,5e+06,44467206,49061603,56019410,100486616
2013-02-22,Snitch,Thriller/Suspense,1.5e+07,42930462,47366076,14977272,57907734
2013-09-06,Riddick,Action,3.8e+07,42025135,46367213,52738623,94763758
2013-01-11,A Haunted House,Comedy,2500000,40041683,44178829,19880875,59922558
2013-12-25,47 Ronin,Action,1.75e+08,38362475,42295461,113354340,151716815
2013-12-25,August: Osage County,Black Comedy,2.5e+07,37738810,41436754,1.3e+07,50738810
2013-11-22,Philomena,Drama,1.2e+07,37709979,41508307,61253413,98963392
2013-09-13,The Family,Black Comedy,3e+07,36918811,40733290,14159730,51078541
2013-12-20,Walking with Dinosaurs,Adventure,8e+07,36076121,39777976,87310201,123386322
2013-10-18,Carrie,Horror,3e+07,35266619,38910398,47142901,82409520
2013-01-04,Texas Chainsaw 3D,Horror,2e+07,34341945,38402552,13324068,47666013
2013-07-19,R.I.P.D.,Action,1.3e+08,33618855,37092385,45457823,79076678
2013-07-26,Blue Jasmine,Comedy,1.8e+07,33404871,36852725,69508090,102912961
2013-07-03,Kevin Hart: Let Me Explain,Concert/Performance,2500000,32244051,35575531,83204,32327255
2013-02-08,Side Effects,Thriller/Suspense,3e+07,32172757,35496873,34569381,66742138
2013-04-12,Scary Movie V,Comedy,2e+07,32015787,35323690,46598194,78613981
2013-08-21,The Mortal Instruments: City of Bones,Adventure,6e+07,31165421,34385463,44800146,75965567
2013-11-22,Delivery Man,Comedy,2.2e+07,30659817,33823323,39877053,70536870
2013-12-25,Grudge Match,Comedy,4e+07,29807260,32860115,4e+07,69807260
2013-08-30,One Direction: This is Us,Concert/Performance,1e+07,28873374,31856596,39668412,68541786
2013-08-16,Kick-Ass 2,Action,2.8e+07,28795985,31771211,34333924,63129909
2013-11-01,Dallas Buyers Club,Drama,5e+06,27298285,30059358,33313560,60611845
2013-09-20,Rush,Drama,3.8e+07,26947624,29731872,71283215,98230839
2013-03-29,The Host,Thriller/Suspense,5e+07,26623701,29374481,37853350,64477051
2013-08-23,The World's End,Comedy,2e+07,26004851,28691693,21503654,47508505
2013-03-01,21 and Over,Comedy,1.3e+07,25682380,28335907,16513386,42195766
2013-10-18,Escape Plan,Thriller/Suspense,7e+07,25135965,27732639,78600000,103735965
2013-09-27,Don Jon,Romantic Comedy,5500000,24477704,27006741,16790875,41268579
2014-12-25,American Sniper,Drama,5.8e+07,350126372,372629874,197200000,547326372
2014-11-21,The Hunger Games: Mockingjay - Part 1,Thriller/Suspense,1.25e+08,337135885,369694164,429516403,766652288
2014-08-01,Guardians of the Galaxy,Action,1.7e+08,333172112,365792097,437695404,770867516
2014-04-04,Captain America: The Winter Soldier,Action,1.7e+08,259746958,285181174,454654931,714401889
2014-02-07,The Lego Movie,Adventure,6e+07,257784718,283026795,199944670,457729388
2014-12-17,The Hobbit: The Battle of the Five Ar…,Adventure,2.5e+08,255119788,278932053,690750000,945869788
2014-06-27,Transformers: Age of Extinction,Action,2.1e+08,245439076,269472273,858600000,1104039076
2014-05-30,Maleficent,Adventure,1.8e+08,241407328,265045739,517129407,758536735
2014-05-23,X-Men: Days of Future Past,Action,2e+08,233921534,256826941,513941241,747862775
2014-11-07,Big Hero 6,Adventure,1.65e+08,222527828,243934225,429600000,652127828
2014-07-11,Dawn of the Planet of the Apes,Adventure,1.7e+08,208545589,228966202,502098977,710644566
2014-05-02,The Amazing Spider-Man 2,Action,2e+08,202853933,222717224,506142403,708996336
2014-05-16,Godzilla,Action,1.6e+08,200676069,220326109,328400000,529076069
2014-06-13,22 Jump Street,Comedy,5e+07,191719337,210492343,139614539,331333876
2014-08-08,Teenage Mutant Ninja Turtles,Adventure,1.25e+08,191204754,209927368,293800000,485004754
2014-11-05,Interstellar,Adventure,1.65e+08,188017894,206251830,479734528,667752422
2014-06-13,How to Train Your Dragon 2,Adventure,1.45e+08,177002924,194334906,437583346,614586270
2014-10-03,Gone Girl,Thriller/Suspense,6.1e+07,167767189,184722708,200800000,368567189
2014-03-21,Divergent,Adventure,8.5e+07,150947895,165728590,125067070,276014965
2014-05-09,Neighbors,Comedy,1.8e+07,150086800,164783179,120857628,270944428
2014-01-17,Ride Along,Comedy,2.5e+07,134202565,147343570,19531235,153733800
2014-04-11,Rio 2,Adventure,1.3e+08,131538435,144418570,361307856,492846291
2014-12-25,Into the Woods,Musical,56200000,128002372,139278921,85114029,213116401
2014-07-25,Lucy,Action,4e+07,126573960,138967976,330933816,457507776
2014-06-06,The Fault in Our Stars,Drama,1.2e+07,124872350,137099749,182294484,307166834
2014-12-25,Unbroken,Drama,6.5e+07,115637895,126013377,47889929,163527824
2014-12-19,Night at the Museum: Secret of the Tomb,Adventure,1.27e+08,113746621,124075300,240010000,353756621
2014-03-07,Mr. Peabody & Sherman,Adventure,1.45e+08,111506430,122425045,158300000,269806430
2014-03-07,300: Rise of an Empire,Action,1.1e+08,106580051,117016278,224200000,330780051
2014-09-19,The Maze Runner,Thriller/Suspense,3.4e+07,102427862,112597871,245891999,348319861
2014-09-26,The Equalizer,Action,5.5e+07,101530738,111466916,91372886,192903624
2014-03-28,Noah,Drama,1.3e+08,101200044,111109470,251631021,352831065
2014-06-06,Edge of Tomorrow,Action,1.78e+08,100206256,110018369,270335000,370541256
2014-02-28,Non-Stop,Action,5e+07,91742160,100725476,130640895,222383055
2014-04-16,Heaven is for Real,Drama,1.2e+07,91386097,100334545,9530202,100916299
2014-11-28,The Imitation Game,Drama,1.5e+07,91125143,97994182,136615320,227740463
2014-11-14,Dumb and Dumber To,Comedy,4e+07,86208010,95184554,70345582,156553592
2014-12-19,Annie,Musical,6.5e+07,85911262,93868144,53929263,139840525
2014-10-17,Fury,Drama,8e+07,85817906,94492375,124497775,210315681
2014-07-02,Tammy,Comedy,2e+07,84525432,92802095,11882223,96407655
2014-10-03,Annabelle,Horror,6500000,84273813,92525837,172589107,256862920
2014-04-25,The Other Woman,Comedy,4e+07,83911193,92127704,111200000,195111193
2014-11-26,Penguins of Madagascar,Adventure,1.32e+08,83350911,95685780,283604530,366955441
2014-08-13,Let’s Be Cops,Comedy,1.7e+07,82390774,90458414,54500000,136890774
2014-02-07,The Monuments Men,Drama,7e+07,78031620,85672407,80671128,158702748
2014-07-25,Hercules,Action,1e+08,72688614,79806225,170700000,243388614
2014-07-18,The Purge: Anarchy,Thriller/Suspense,9e+06,71562550,78569898,39972331,111534881
2014-10-10,"Alexander and the Terrible, Horrible,…",Adventure,2.8e+07,66954149,73479038,34425138,101379287
2014-06-20,Think Like a Man Too,Romantic Comedy,2.4e+07,65028687,71396240,4999246,70027933
2014-12-12,Exodus: Gods and Kings,Drama,1.4e+08,65014513,71256352,203300000,268314513
2014-01-17,The Nut Job,Adventure,3e+07,64251538,70542995,58278428,122529966
2014-03-21,God’s Not Dead,Drama,1150000,60755732,66704885,3021360,63777092
2014-02-28,Son of God,Drama,2.2e+07,59700064,65545844,11249729,70949793
2014-07-18,Planes: Fire and Rescue,Adventure,5e+07,59157732,64950407,97241912,156399644
2014-03-07,The Grand Budapest Hotel,Comedy,3.1e+07,59076019,64613323,104910235,163986254
2014-02-12,RoboCop,Action,1.2e+08,58607007,64345757,184374792,242981799
2014-10-10,Dracula Untold,Action,7e+07,55991880,61474558,164249843,220241723
2014-11-26,Horrible Bosses 2,Comedy,4e+07,54445357,59729804,51500000,105945357
2014-08-08,The Hundred-Foot Journey,Romantic Comedy,2.2e+07,54235441,59546125,40035047,94270488
2014-09-12,No Good Deed,Thriller/Suspense,13200000,52543632,57688662,1779578,54323210
2014-03-21,Muppets Most Wanted,Adventure,5.5e+07,51178893,56190287,28133408,79312301
2014-10-24,Ouija,Horror,5e+06,50856010,55835783,52444622,103300632
2014-09-26,The Boxtrolls,Adventure,6e+07,50837305,55807842,61108946,111946251
2014-01-17,Jack Ryan: Shadow Recruit,Action,6e+07,50577412,55529906,80800000,131377412
2014-08-22,If I Stay,Drama,1.1e+07,50474843,55417297,27881327,78356170
2014-10-17,The Book of Life,Adventure,5e+07,50151543,55034260,47500000,97651543
2014-02-14,About Last Night,Romantic Comedy,1.3e+07,48637684,53400240,1808176,50445860
2014-08-08,Into the Storm,Thriller/Suspense,5e+07,47602194,52263355,102827177,150429371
2014-10-10,The Judge,Drama,5e+07,47119388,51731371,2.9e+07,76119388
2014-06-20,Jersey Boys,Drama,4e+07,47047013,51653817,18235719,65282732
2014-05-23,Blended,Romantic Comedy,4.5e+07,46290741,50823491,81700000,127990741
2014-08-15,The Giver,Drama,2.5e+07,45090374,49505582,1e+07,55090374
2014-10-10,St. Vincent,Comedy,1.3e+07,44137712,48437300,10699522,54837234
2014-03-14,Need for Speed,Action,6.6e+07,43568507,47834696,150601112,194169619
2014-10-24,John Wick,Action,3e+07,43037835,47248246,33197166,76235001
2014-05-30,A Million Ways to Die in The West,Comedy,4e+07,42720965,46904166,44057592,86778557
2014-10-17,Birdman or (The Unexpected Virtue of …,Black Comedy,1.8e+07,42340598,45913734,60874496,103215094
2014-09-12,Dolphin Tale 2,Drama,3.6e+07,42024533,46139536,15800000,57824533
2014-08-15,The Expendables 3,Action,1e+08,39322544,43172969,170138834,209461378
2014-07-02,Earth to Echo,Adventure,1.3e+07,38934842,42747306,3239703,42174545
2014-07-18,Sex Tape,Comedy,4e+07,38543473,42317617,87526036,126069509
2014-12-03,Wild,Drama,1.5e+07,37880356,47714686,14580187,52460543
2014-05-16,Million Dollar Arm,Drama,2.5e+07,36447959,40016910,2769953,39217912
2014-11-07,The Theory of Everything,Drama,1.5e+07,35893537,39031610,87434155,123327692
2014-09-19,This is Where I Leave You,Comedy,2e+07,34296320,37654580,7e+06,41296320
2014-12-10,The Gambler,Drama,2.5e+07,33680992,36773295,5037039,38718031
2014-01-03,Paranormal Activity: The Marked Ones,Horror,5e+06,32462372,35740140,58442482,90904854
2014-10-31,Nightcrawler,Thriller/Suspense,8500000,32381218,35538476,17953200,50334418
2014-05-09,Chef,Comedy,0,31424004,34501015,15405305,46829309
2014-02-21,3 Days to Kill,Thriller/Suspense,2.8e+07,30697999,33703923,8261901,38959900
2014-07-02,Deliver Us from Evil,Horror,3e+07,30577122,33571203,57379496,87956618
2014-08-01,Get on Up,Drama,3e+07,30569935,33563318,2769933,33339868
2014-08-22,When the Game Stands Tall,Drama,1.5e+07,30127963,33078068,10949,30138912
2014-04-11,Draft Day,Drama,2.5e+07,28842237,31666441,1005243,29847480
2014-04-11,Oculus,Horror,5e+06,27695246,30407134,16420250,44115496
2014-10-17,The Best of Me,Drama,2.6e+07,26766213,29386240,14293205,41059418
2014-01-31,That Awkward Moment,Romantic Comedy,8e+06,26068955,28621602,2.7e+07,53068955
2014-09-19,A Walk Among the Tombstones,Action,2.8e+07,26017685,28565315,36090902,62108587
2014-01-10,Her,Drama,2.3e+07,25568251,28071866,22690780,48259031
2014-07-11,Boyhood,Drama,4e+06,25379975,27828573,31893074,57273049
2015-12-18,Star Wars Ep. VII: The Force Awakens,Adventure,3.06e+08,936662225,991399500,1116648995,2053311220
2015-06-12,Jurassic World,Action,2.15e+08,652270625,694053086,996622583,1648893208
2015-05-01,Avengers: Age of Ultron,Action,330600000,459005868,488408373,946051987,1405057855
2015-06-19,Inside Out,Adventure,1.75e+08,356461711,379295553,500250758,856712469
2015-04-03,Furious 7,Action,1.9e+08,353007020,375619566,1165715774,1518722794
2015-07-10,Minions,Adventure,7.4e+07,336045770,357571837,826735851,1162781621
2015-11-20,The Hunger Games: Mockingjay - Part 2,Thriller/Suspense,1.6e+08,281723902,299566246,367262885,648986787
2015-10-02,The Martian,Thriller/Suspense,1.08e+08,228433663,242982849,427952260,656385923
2015-03-13,Cinderella,Drama,9.5e+07,201151353,214036489,333400000,534551353
2015-11-06,Spectre,Action,3e+08,200074175,212809895,679546748,879620923
2015-07-31,Mission: Impossible—Rogue Nation,Action,1.5e+08,195042377,207536190,494345986,689388363
2015-05-15,Pitch Perfect 2,Comedy,2.9e+07,184296230,196101683,103345386,287641616
2015-12-25,The Revenant,Adventure,1.35e+08,183637894,190455050,349312609,532950503
2015-07-17,Ant-Man,Action,1.3e+08,180202163,191745357,338657923,518860086
2015-03-27,Home,Adventure,1.3e+08,177397510,188761047,208600386,385997896
2015-09-25,Hotel Transylvania 2,Adventure,8e+07,169700110,180537315,299800188,469500298
2015-02-13,Fifty Shades of Grey,Drama,4e+07,166167230,176811393,404830871,570998101
2015-02-06,The SpongeBob Movie: Sponge Out of Water,Adventure,7.4e+07,162994032,173434923,148019149,311013181
2015-08-14,Straight Outta Compton,Drama,2.8e+07,161197785,171523622,40985196,202182981
2015-05-29,San Andreas,Adventure,1.1e+08,155190832,165131878,302008448,457199280
2015-05-15,Mad Max: Fury Road,Action,1.5e+08,153636354,163028808,216461666,370098020
2015-12-25,Daddy’s Home,Comedy,5e+07,150357137,158460387,92400000,242757137
2015-03-20,The Divergent Series: Insurgent,Action,1.1e+08,130179072,138517942,164896810,295075882
2015-11-06,The Peanuts Movie,Adventure,9.9e+07,130178411,138464660,119913199,250091610
2015-02-13,Kingsman: The Secret Service,Action,9.4e+07,128261724,136477770,276300000,404561724
2015-11-25,The Good Dinosaur,Adventure,187500000,123087120,130746532,210683917,333771037
2015-06-05,Spy!,Comedy,6.5e+07,110825712,117924867,122295694,233121406
2015-07-17,Trainwreck,Comedy,3.5e+07,110212700,117272587,30911197,141123897
2015-11-25,Creed,Drama,3.7e+07,109767581,116517977,63800000,173567581
2015-05-22,Tomorrowland,Adventure,1.7e+08,93436322,99421560,113847135,207283457
2015-03-27,Get Hard,Comedy,4e+07,90411453,96202927,16100000,106511453
2015-07-01,Terminator: Genisys,Action,1.55e+08,89760956,95510766,342389938,432150894
2015-01-09,Taken 3,Action,4.8e+07,89256424,94973912,238400000,327656424
2015-12-18,Sisters,Comedy,3e+07,87044645,91594204,18986015,106030660
2015-12-18,Alvin and the Chipmunks: The Road Chip,Adventure,9e+07,85886987,90568323,163630969,249517956
2015-09-18,Maze Runner: The Scorch Trials,Thriller/Suspense,6.1e+07,81697192,86928656,2.29e+08,310697192
2015-06-26,Ted 2,Comedy,6.8e+07,81476385,86695516,135737758,217214143
2015-10-16,Goosebumps,Horror,5.8e+07,80069458,85173110,78835866,158905324
2015-07-24,Pixels,Adventure,9e+07,78765986,83811491,165275818,244041804
2015-01-16,Paddington,Adventure,5.5e+07,76223578,81106220,182565519,258789097
2015-09-25,The Intern,Comedy,4e+07,75764672,80612789,121468062,197232734
2015-10-16,Bridge of Spies,Thriller/Suspense,4e+07,72313754,76899846,90184584,162498338
2015-04-17,Paul Blart: Mall Cop 2,Adventure,3.8e+07,71091594,75645508,36559052,107650646
2015-12-11,The Big Short,Drama,2.8e+07,70259870,73753645,62902882,133162752
2015-08-28,War Room,Drama,3e+06,67790117,70896010,6185122,73975239
2015-07-01,Magic Mike XXL,Comedy,14500000,66013057,70241648,57696403,123709460
2015-09-11,The Visit,Thriller/Suspense,5e+06,65206105,69383013,33471711,98677816
2015-01-16,The Wedding Ringer,Comedy,2.3e+07,64460211,68589338,15711385,80171596
2015-09-18,Black Mass,Drama,5.3e+07,62575678,66584077,36262194,98837872
2015-07-29,Vacation,Comedy,3.1e+07,58884188,62656123,42743801,101627989
2015-09-11,The Perfect Guy,Thriller/Suspense,1.8e+07,57027435,60680435,3250731,60278166
2015-12-25,Joy,Drama,6e+07,56451232,59305747,44682827,101134059
2015-08-07,Fantastic Four,Action,1.2e+08,56117548,59712267,111860048,167977596
2015-12-25,The Hateful Eight,Western,6.2e+07,54117416,56905501,93747470,147864886
2015-02-27,Focus,Romantic Comedy,6.5e+07,53862963,57313259,105200000,159062963
2015-07-24,Southpaw,Drama,3e+07,52421953,55779936,41785908,94207861
2015-06-05,Insidious Chapter 3,Horror,1e+07,52218558,55563517,68459886,120678444
2015-01-09,Selma,Drama,2e+07,52076908,57683783,14699668,66776576
2015-02-06,Jupiter Ascending,Action,1.79e+08,47482519,50524099,134500000,181982519
2015-05-22,Poltergeist,Horror,3.5e+07,47425125,50463031,48400000,95825125
2015-09-18,Sicario,Thriller/Suspense,3e+07,46889293,49891104,37509724,84399017
2015-08-14,The Man From U.N.C.L.E.,Action,7.5e+07,45445109,48356176,6e+07,105445109
2015-11-06,Spotlight,Drama,2e+07,45055776,47456216,47032684,92088460
2015-02-20,"McFarland, USA",Drama,1.7e+07,44480275,47329541,1227649,45707924
2015-08-07,The Gift,Thriller/Suspense,5e+06,43787265,46592135,15191388,58978653
2015-09-18,Everest,Thriller/Suspense,6.5e+07,43482270,46267610,178353226,221835496
2015-11-20,The Night Before,Comedy,2.5e+07,43035725,45788370,9391621,52427346
2015-12-04,Krampus,Black Comedy,1.5e+07,42725475,45428242,19062918,61788393
2015-06-26,Max,Adventure,2e+07,42656255,45388675,1001902,43658157
